date,GARCH,GARCH_t,GJR,GJR_t,EGARCH,EGARCH_t
2020-01-22,0.022112657345033867,0.02220464107890925,0.022157496050815455,0.02220464107890925,0.021676495268968737,0.021871099347680042
2020-01-23,0.0207304702616613,0.020910694147367313,0.02067505752651855,0.020910737856418393,0.019450250979418455,0.020175614994782938
2020-01-24,0.019447505898276034,0.019702763597062082,0.019305742582198873,0.019702300669467522,0.017533477747282852,0.01862969017222029
2020-01-27,0.018498271569018197,0.018812788120258103,0.018464808388997327,0.01893070178906607,0.01730656098194747,0.018666466847828717
2020-01-28,0.018266608325034038,0.01861838638920308,0.01879353913361592,0.019143437159021344,0.018511184882628904,0.020057457432995453
2020-01-29,0.017356911818781993,0.01775447633635016,0.017666665073375252,0.01814575214827786,0.016997678119186604,0.018500164702877995
2020-01-30,0.016338367996608986,0.016777071578325475,0.016540030534374865,0.01713126434264515,0.01548903900040888,0.01712104453892892
2020-01-31,0.015388982498607215,0.01586009989447945,0.015499079114452887,0.01618250839383368,0.014163837893055753,0.01588278426795116
2020-02-03,0.01571467041506994,0.016174713251244005,0.016586414648117675,0.017004642242023908,0.016112166897306022,0.017842461699213986
2020-02-04,0.014892792460736649,0.015377498932317765,0.015580894653914703,0.016101730260761102,0.014819396466955266,0.016521734529846364
2020-02-05,0.014895252365839986,0.01537354531580602,0.015035890536546666,0.015619460620725487,0.014080804265379637,0.015300621940536857
2020-02-06,0.01478985143166109,0.015265718796386864,0.01449344562766694,0.01512966604046521,0.01339937887924966,0.014202369040496187
2020-02-07,0.013941544953726417,0.014438134673299114,0.013609622921774256,0.01431172436297711,0.012309571102319549,0.013301103466366176
2020-02-10,0.013265105909500865,0.013771637522624346,0.012988608391718866,0.013706935951111675,0.012130629696266252,0.013241777240024693
2020-02-11,0.01258284497722665,0.013096045950893727,0.012254291818383419,0.013012479818618363,0.011278760061010763,0.01237424847530141
2020-02-12,0.0119816899656999,0.012495127970639635,0.011596758969954211,0.012381172056750673,0.010557605283988468,0.01158416215336315
2020-02-13,0.011441257687680898,0.01194991497528249,0.01100291606565831,0.011802054314750949,0.009930132906339335,0.010864603469471238
2020-02-14,0.010863268947106378,0.011366814697234533,0.010428017859741772,0.01123376630175364,0.009405471016368688,0.010414568404473447
2020-02-18,0.010325533174826693,0.01082014654848526,0.009890906244152085,0.010697106152711534,0.008749317188657686,0.00981153420917361
2020-02-19,0.009888708721015112,0.010368149134146201,0.009503697165598889,0.010281939101665395,0.008676434375904367,0.009762031475390821
2020-02-20,0.009521447335186806,0.009981709452368339,0.00909872842889955,0.009860854574003727,0.008245509750474311,0.009202335276647646
2020-02-21,0.009184125170760778,0.009623609336066565,0.008840223663364314,0.009554309662392797,0.008332924167086036,0.009305856893332949
2020-02-24,0.009478759824907791,0.009871411281700203,0.009654912846950685,0.010127242670840865,0.00968684853127002,0.010617278359258714
2020-02-25,0.014679266334211311,0.014922940292253854,0.017770008171201373,0.017145885683257527,0.01658269476661341,0.017106883494132936
2020-02-26,0.017321211917421763,0.017549592698378507,0.02155315693694322,0.02061657587696353,0.020753902992041537,0.02144615748485127
2020-02-27,0.016353641582549372,0.016633839866539702,0.020214415919504437,0.019514970443988266,0.019340146735364407,0.02046763350312022
2020-02-28,0.019830057950504913,0.02008745452934855,0.025055065275003736,0.02394749585817625,0.024271741188574416,0.025548152655706008
2020-03-02,0.019097823253091645,0.019412762824343902,0.02402694136905272,0.02314375806675643,0.023692588898983284,0.025448450478594693
2020-03-03,0.023554465168896352,0.023845176715488078,0.024916698844988528,0.024321263123823884,0.022914627065008,0.023187412488251253
2020-03-04,0.02284700429047011,0.0232090698353804,0.024494052471200515,0.02400632971460233,0.02337814060626387,0.024180864369334358
2020-03-05,0.02351915191162888,0.023919811570445888,0.023868519376833826,0.023619943872138373,0.021988641598706254,0.022113187728356732
2020-03-06,0.023941911358943135,0.024383247260120325,0.025440304792271082,0.025016663464250303,0.024495472978652795,0.025096794763058487
2020-03-09,0.023410797838380116,0.023907320724084285,0.025300714031390968,0.024931717305874335,0.025121808590300273,0.02626952867253636
2020-03-10,0.03496903037163347,0.035339754731074015,0.042920309139984576,0.04079462492435109,0.039007282239020676,0.04015343837721026
2020-03-11,0.0363314639985546,0.03679261287439305,0.04148114324191736,0.03991887593592686,0.035825738327621204,0.0361635005701395
2020-03-12,0.03675170537016227,0.03730876517198266,0.042775315116733235,0.0412509992358899,0.03839079866434498,0.039743864137463746
2020-03-13,0.0459383427969714,0.04646963019314654,0.056521720556428984,0.0538287549188623,0.050424599625532356,0.05252071142669808
2020-03-16,0.04746981326023339,0.04811955827311287,0.05448738172428325,0.05252728246869938,0.04576836935314121,0.046923138620147145
2020-03-17,0.052396659411893434,0.053110403887477314,0.06256871676418627,0.06000798534176754,0.05425852332645379,0.0566568177250047
2020-03-18,0.04967975144848656,0.05058146644052516,0.0584581882513583,0.05664501337852853,0.04761374293554312,0.05062947568812492
2020-03-19,0.04780345347340735,0.04885148730708118,0.056384284365681776,0.05499485456160603,0.0466291455277099,0.050850717490188185
2020-03-20,0.04469713445046639,0.04590120275246105,0.05241729443800414,0.05163915930653155,0.040594630228470444,0.045645535920402984
2020-03-23,0.045352949784883835,0.046590364991308184,0.0540002332788533,0.053101621445301124,0.04424647403405578,0.04979468397825203
2020-03-24,0.04267717029850091,0.044038586276752674,0.050632153870469494,0.05023488343238293,0.04074998400219579,0.04705532836984069
2020-03-25,0.04593478618421047,0.04722667914330902,0.04979814295586369,0.049842247610254145,0.03807459783556551,0.04213611412701617
