variant,corr,rmse,qlike
GARCH,0.7867368212070248,2.5422210039623336,6.036410220586314
GARCH_t,0.8137198729327233,2.697548422918428,6.046103253355551
GJR,0.6364789644165946,2.9383603375410274,6.05089012358062
GJR_t,0.5599837128818873,3.382884933540317,6.073811773709898
EGARCH,0.28123366571336295,4.276222461883431,6.2292173668654325
EGARCH_t,0.3077901390448109,4.481397270173775,6.239321477690327
