horizon_years,path,strategy,annual_return,annual_vol,sharpe,max_drawdown,terminal_equity,alpha_annual,beta
3,0,regime_trend,0.19741478654157504,0.11370047408157981,1.7362705664703775,-0.08251066923933503,1.80804176104206,0.11560100337335238,0.5792739567333939
3,0,regime,0.07497219774405718,0.06939018223852869,1.080443880178039,-0.07370648148663228,1.2522182683577174,0.02601970087760408,0.3367780683568509
3,0,benchmark,0.13652733386469718,0.17876079027758074,0.7637431768605228,-0.22074241721928267,1.5061880692999532,0.000201762157864598,0.9986772486772486
3,1,regime_trend,0.03838548228889546,0.09963106889409613,0.3852762267330255,-0.14606064317932999,1.122048964886056,0.10700693016020975,0.5413583907583529
3,1,regime,-0.08307062267579873,0.0751653334810711,-1.1051720098696618,-0.2254961580166428,0.7794148228092228,-0.03445542958616529,0.3893463236844562
3,1,benchmark,-0.13131743179256117,0.16561817513385788,-0.7928926380599608,-0.33127342943857685,0.6743862268133413,-0.00015553638437023308,0.9986772486772487
3,2,regime_trend,0.2562711701114557,0.1042478823699053,2.4582865789265864,-0.07560665518802745,2.1572052330573697,0.133066959526139,0.5222033362686712
3,2,regime,0.1151012530565216,0.07218129901367042,1.5946132118614624,-0.0748307575024062,1.412418889701583,0.032124416773318634,0.34715536601340835
3,2,benchmark,0.23044131937114126,0.1791844477416355,1.2860564757462243,-0.23759048974136754,1.9963568772277527,0.00032618265552835854,0.9986772486772487
3,3,regime_trend,0.19332934805375399,0.10728041574914882,1.8020935760149484,-0.07767664186057555,1.7860170772902648,0.10580917388827613,0.5522497059506749
3,3,regime,0.07312214496642326,0.07384252698689868,0.990244347669694,-0.11416065324724367,1.2452875098957916,0.014267613295774693,0.3643600900430089
3,3,benchmark,0.1537778036226638,0.17446023140576208,0.8814490407559141,-0.19021633097155322,1.5861876153174308,0.0002235883786082908,0.9986772486772486
3,4,regime_trend,0.2651597757681462,0.1044633051302354,2.5383054407245584,-0.06228618835055533,2.215502693267635,0.11804370861779226,0.5536816838802444
3,4,regime,0.12987018305600306,0.07458873215015403,1.7411501618577232,-0.09272627117330934,1.47640569447737,0.028480325654107762,0.37779665535052703
3,4,benchmark,0.26125640644066667,0.16986334981705567,1.5380387041821684,-0.1801464024003394,2.1897102285033236,0.0003648406012965082,0.9986772486772486
3,5,regime_trend,0.19818771266279459,0.10594857328280247,1.8706029399167412,-0.055604865288893635,1.8122390735962717,0.11511555312829119,0.5363157031658652
