horizon_years,path,strategy,annual_return,annual_vol,sharpe,max_drawdown,terminal_equity,alpha_annual,beta
5,0,regime_trend,0.136737257232453,0.10469730029823429,1.3060246715335702,-0.0951743338853781,1.9811674381169357,0.11852875383282534,0.5657643231163256
5,0,regime,0.007853954843909832,0.07465271075350995,0.10520655934172575,-0.195291077361484,1.0400510247605725,-0.005477291699667998,0.38421663444524784
5,0,benchmark,0.027954773621551313,0.1673144723908077,0.1670792324303869,-0.3625019884755326,1.1500137146742664,3.328884818902078e-05,0.9992063492063492
5,1,regime_trend,0.2808437837799678,0.10674732924725125,2.6309209397592452,-0.07290869761987273,4.0723446672474335,0.16730398221000617,0.5297656772496374
5,1,regime,0.09606077437490844,0.07388947949127145,1.300060239106923,-0.142141138365388,1.616565556371079,0.018362843768757173,0.3569128707088908
5,1,benchmark,0.20946164810645776,0.17797004037315753,1.176948927287258,-0.20485915473852323,2.8499693519822187,0.00017888329658568344,0.9992063492063492
5,2,regime_trend,0.11481279555782535,0.1089447987813008,1.053862110373017,-0.1672774050202166,1.7754678715318037,0.11978156331451145,0.5671273770465248
5,2,regime,-0.026195301324597273,0.0746777350008748,-0.3507779303200668,-0.31514015911192195,0.8772383834410279,-0.024058266026856845,0.3706435084598439
5,2,benchmark,-0.013244711080053696,0.1732579749935137,-0.07644502990727868,-0.4580417201078545,0.9359216105723189,1.3925949311469216e-06,0.9992063492063491
5,3,regime_trend,0.19222698014466008,0.10763999444211603,1.7858323120597257,-0.0668172695649143,2.6146621722083787,0.1291906440230551,0.543142407906483
5,3,regime,0.05421662626718027,0.07105361924043029,0.7630382075784595,-0.09792944507299683,1.3113840829640417,0.012401698535543251,0.34952556548465363
5,3,benchmark,0.1114189469643415,0.17565087977812904,0.6343204605925048,-0.2002235434883256,1.7455937136257473,0.00010068932909829392,0.9992063492063493
5,4,regime_trend,0.17697490362564894,0.10798794006236839,1.6388395178520596,-0.0739604631973797,2.4226803699438655,0.12005651093126922,0.5452846089038921
5,4,regime,0.01402380929285559,0.06959769395216135,0.20149818904193853,-0.10549647123736738,1.072635867161231,-0.022682612357049707,0.3396404971255322
5,4,benchmark,0.09939897209739726,0.17768204324012754,0.559420469760498,-0.18195655876266192,1.6437740705001256,9.14313625507944e-05,0.9992063492063491
5,5,regime_trend,0.16375636457429998,0.10506191869814674,1.5586652766621194,-0.10924673893084835,2.2677356505365736,0.14256309463252398,0.5147246274692752
5,5,regime,0.04478175155897817,0.06946597422190813,0.6446573601044371,-0.1462821294761606,1.250956874157313,0.029632385424252904,0.3377640329064754
5,5,benchmark,0.036116041200420924,0.17831887275135241,0.20253628033405685,-0.36357747006561913,1.197912197375728,4.127402427298596e-05,0.9992063492063492
5,6,regime_trend,0.19518185818286737,0.1014032713363188,1.9248082986940152,-0.06398838966198106,2.6535789895779494,0.0942363322049941,0.5101109209463462
5,6,regime,0.046955609944739435,0.06981046404124898,0.6726156399274861,-0.06258240558914108,1.2646280530357892,-0.02244112902313684,0.34515591663246004
5,6,benchmark,0.19272118399628327,0.17511950442854357,1.1005123879557457,-0.13687118096477835,2.6211310418485585,0.00016518029941550282,0.9992063492063492
5,7,regime_trend,0.14409953528947922,0.10659807603114202,1.3518024025816504,-0.0976328275916235,2.0554559081306905,0.10575916736195738,0.5566938368839692
5,7,regime,0.022026066506454604,0.07132603626043629,0.30880822293320404,-0.2400110534593657,1.1164235672877945,-0.00382996854480927,0.3587738855503659
5,7,benchmark,0.06441683960593948,0.17167147833923813,0.37523320838797736,-0.38559805282256787,1.3800009644279432,6.282114763554096e-05,0.9992063492063491
5,8,regime_trend,0.20613810740030553,0.10878514718991296,1.8949104057416726,-0.07933312243029389,2.80300074228741,0.10395560079200952,0.5786164841603695
5,8,regime,0.06767231852290079,0.07403127536270093,0.9141044537103306,-0.11308342385850889,1.4026475987312856,0.0005292047163018912,0.37378951220671536
5,8,benchmark,0.1724994979788061,0.169826504762993,1.0157395526660782,-0.18783346902092823,2.369070039850829,0.00014839675735654236,0.9992063492063492
5,9,regime_trend,0.16980614638298208,0.10531903050679474,1.6123025968419535,-0.07635688324107148,2.3373802055734787,0.1052362758636409,0.5393174343234203
5,9,regime,0.035948211901265396,0.07385696389311908,0.4867274527191136,-0.12316695868071625,1.1969073952001248,-0.008677071367133237,0.36390678698009815
5,9,benchmark,0.1148377354207106,0.1747283227174813,0.6572359514169438,-0.179695650348613,1.775689284962931,0.00010327354329292028,0.9992063492063491
5,10,regime_trend,0.12538024661206054,0.10576035953958983,1.1855126737265516,-0.18112942918012054,1.8718013071144923,0.11667493565948457,0.5463740147071798
5,10,regime,-0.0019669824558422476,0.07090329191220453,-0.027741764913790587,-0.22026958368071625,0.9902132923118182,-0.008786531263794852,0.35576882416464783
5,10,benchmark,0.011405294041823976,0.17225882636873627,0.06621021565193919,-0.4114753661799352,1.0586838336070759,2.0816163240104646e-05,0.9992063492063492
5,11,regime_trend,0.26406776144852834,0.10616452160920133,2.487344712206017,-0.06105748804304201,3.744689890414323,0.1366101226698186,0.556546505096837
5,11,regime,0.08302372248235936,0.07223977770384651,1.1492798721325332,-0.0853933610795733,1.5145503745111457,-0.0009696842667811045,0.36179260218136267
5,11,benchmark,0.22449913920853892,0.17202073648721183,1.3050702130043978,-0.17561500482346915,3.0725127004650625,0.00019000413002192565,0.9992063492063492
5,12,regime_trend,0.14990224124779541,0.10759417252628486,1.3932189609170036,-0.0996820315384992,2.1159654930673963,0.12959214135825417,0.5610972044182142
5,12,regime,0.020952340152448904,0.07515947986785232,0.2787717555960731,-0.21209294380022048,1.1104459603980843,0.0060831807467274426,0.3796644343099048
5,12,benchmark,0.03197762514941322,0.17104211344738085,0.1869576123967316,-0.353016412556582,1.1733795926832764,3.6984775220301144e-05,0.9992063492063493
5,13,regime_trend,0.21597961739440225,0.1086864485982569,1.9871807403767365,-0.14185414659590567,2.944379465147617,0.12729278951969614,0.5676442768466565
5,13,regime,0.04025304570441579,0.0739083810461166,0.5446343856361716,-0.15468852922578136,1.2229490897919013,-0.01860576712610831,0.3692173697523496
5,13,benchmark,0.15188850391034214,0.17251256630848197,0.8804489270580992,-0.26075494614769135,2.1370845055206136,0.00013239495146219167,0.9992063492063491
5,14,regime_trend,0.23019055410235648,0.1083164842414402,2.1251664113216218,-0.08814001060416266,3.1612033766789898,0.13717281331735348,0.5797528512539692
5,14,regime,0.05293524294100315,0.07400427973982324,0.7152997519482323,-0.13218789201294234,1.3030090123118536,-0.008727601494111083,0.37717510522757564
5,14,benchmark,0.15643777255366556,0.16894975186806563,0.9259426002343538,-0.22562648020301057,2.186252438583204,0.00013552096149153404,0.9992063492063492
5,15,regime_trend,0.2003183760351658,0.10472393844597824,1.9128231711653958,-0.06331531763073195,2.722612453417579,0.11202091716094334,0.5234646934622418
5,15,regime,0.060505601031979404,0.07095050671627869,0.8527860311686424,-0.08902485850040964,1.3532755745893486,0.000472251931167183,0.34886703485686127
5,15,benchmark,0.1637957937572665,0.17587165113915237,0.9313371012117736,-0.20167456470858003,2.2681827694283796,0.00014231200030632475,0.9992063492063493
5,16,regime_trend,0.17028155250979968,0.10700982705917138,1.591270233673418,-0.12279995084186268,2.3429428385809707,0.11748388299806575,0.5359330463693256
5,16,regime,0.019179423834333804,0.06979949898465727,0.27477881809079546,-0.1082164613745995,1.1006458228149554,-0.015565569329245204,0.34011590770415895
5,16,benchmark,0.09349424420537256,0.17779573923417236,0.5258519951495156,-0.2723833296132271,1.5959532729948358,8.675779742399557e-05,0.9992063492063493
5,17,regime_trend,0.1895851377755812,0.10523253769212426,1.8015828747781875,-0.07488034614238104,2.5803516520192757,0.14848947772650334,0.5569070013768632
5,17,regime,0.042602366819837645,0.07254600364002843,0.5872462255981679,-0.1066341767526573,1.2373992946629426,0.014478962627374489,0.36673626129944237
5,17,benchmark,0.0693317366066814,0.17051883585186173,0.40659283333902985,-0.2892561099292409,1.414333906819209,6.656145026432553e-05,0.9992063492063492
5,18,regime_trend,0.09741692096971737,0.10731497348682607,0.907766342426355,-0.11425988549660682,1.6275643033851668,0.13222893085459553,0.547963915572676
5,18,regime,0.00022964212335177815,0.0708275889138506,0.003242269387866608,-0.17918984761318235,1.0011488700629394,0.02138606912041372,0.35199029620452615
5,18,benchmark,-0.06816032109029957,0.1742736306849309,-0.39111092609028464,-0.4625872621649808,0.7111999924121677,-4.204996074013323e-05,0.9992063492063492
5,19,regime_trend,0.1968035495827135,0.10507968445274946,1.8728981782507061,-0.07329186931054787,2.6751828894897565,0.13794637046569533,0.5372514017580523
5,19,regime,0.04032229061432918,0.07325385118298475,0.5504460170101632,-0.11947374000918787,1.2233725780964515,-0.0005092351094870041,0.3626877149822395
5,19,benchmark,0.10482025660987904,0.17401176302896737,0.6023745451761777,-0.28492704873799435,1.6889402868384629,9.522544749208093e-05,0.9992063492063492
5,20,regime_trend,0.1870565152405837,0.10803888184470596,1.7313814438533057,-0.13048113101337977,2.5479333413521217,0.12281000687818935,0.5495746623716842
5,20,regime,0.0470296244100377,0.07036570887264261,0.6683599890275856,-0.10738484672324189,1.2650961434898418,0.005242989586765883,0.3467507754556285
5,20,benchmark,0.11226875516811415,0.17530677703814737,0.6404130922085464,-0.2037472125828247,1.7530265930389917,0.00010131529772594485,0.9992063492063492
5,21,regime_trend,0.2228471846313199,0.101690500904457,2.1914257737868286,-0.13006273685003655,3.047238964717339,0.13863434657886678,0.5186320422442731
5,21,regime,0.06510019523317585,0.07146837846853323,0.9108950927414533,-0.18130940503711102,1.384724186056253,0.0062032050637524545,0.3561855313520637
5,21,benchmark,0.15762861631906866,0.17242142858003096,0.9142054883619289,-0.37692589766023077,2.1993086953452363,0.00013694119787920067,0.9992063492063492
5,22,regime_trend,0.2261268154625097,0.10611485289531743,2.130962907573216,-0.09252460163169962,3.097620008121031,0.11743483005299102,0.5554437668688247
5,22,regime,0.07455954075476351,0.07019735367086419,1.062141759707245,-0.07569712432890163,1.4517906183611033,0.004200309813912527,0.35353372477142664
5,22,benchmark,0.19128863295126255,0.17118506091045316,1.1174376545119529,-0.16270148616711033,2.602423600177806,0.00016350302458801452,0.9992063492063492
5,23,regime_trend,0.1761119403355643,0.10313783598379597,1.70753961100399,-0.09610571720003258,2.4122494687248284,0.12785126948958783,0.5090525318833813
5,23,regime,0.06500095602159739,0.0699360531879944,0.9294341481763201,-0.12493307024456413,1.3840372618125092,0.031439965913126686,0.34174943384685885
5,23,benchmark,0.08958005764552898,0.17773036793613511,0.5040222370873519,-0.3204668549745312,1.565022636692313,8.36370512790226e-05,0.9992063492063492
5,24,regime_trend,0.18498868110679434,0.1074422187521714,1.721750381323503,-0.09248328991922106,2.5217255406091703,0.12975112868992494,0.5671148670191467
5,24,regime,0.027730777106644816,0.07387618262266843,0.37536830033954416,-0.16419909127121313,1.1487264403503223,-0.00947004683481787,0.3707177837008868
5,24,benchmark,0.09298530593426912,0.1715046382943622,0.5421737094636104,-0.3089372956087495,1.5918972273780743,8.548374132065343e-05,0.9992063492063492
5,25,regime_trend,0.161376847772328,0.10432096438316597,1.5469263414743604,-0.09877140877390023,2.2409149423142583,0.12906141059188375,0.5478944644060709
5,25,regime,0.057953290776763734,0.07288468973779333,0.7951366876260828,-0.11072831932997518,1.336115407020158,0.035071832665405034,0.3701264847849934
5,25,benchmark,0.05461687055895503,0.1696877142015667,0.32186697084078447,-0.228929157015615,1.3140110806570369,5.4771385922728786e-05,0.9992063492063492
5,26,regime_trend,0.16186573818429095,0.10466300051970297,1.5465421149837901,-0.12021424525850644,2.246399452040429,0.13430757428020604,0.5280693273887251
5,26,regime,0.032697333886050874,0.07275890437457577,0.4493928841715261,-0.20005380016677377,1.1776096568751244,0.012937402943617303,0.3575709845598816
5,26,benchmark,0.04722924982441244,0.1757386817451431,0.26874703597074023,-0.35225970603002366,1.266359500589757,4.9736180798813515e-05,0.9992063492063492
5,27,regime_trend,0.17263668598344672,0.11021702938153073,1.5663340497577933,-0.10073713167516518,2.370695637276361,0.13620772018982746,0.5686141673816231
5,27,regime,0.05016990326215547,0.07155109822505283,0.701175866013319,-0.10448556112817986,1.2851166806803227,0.02619268547920624,0.3545343058840184
5,27,benchmark,0.059850589649494045,0.17326951354589015,0.3454190435736562,-0.23966174372104554,1.3488507697632242,5.941360271556769e-05,0.9992063492063491
5,28,regime_trend,0.23122912371207438,0.10532770207093024,2.1953305651381156,-0.12054931139123837,3.1776617213220293,0.15725548514071416,0.5529117395890697
5,28,regime,0.05884797312681114,0.07083776960431631,0.8307428855471106,-0.12051991795754646,1.342105790116996,0.009649038209921725,0.3590596525709565
5,28,benchmark,0.12960483501664646,0.16964055481701945,0.7639967645498625,-0.20790250793622966,1.911759792278202,0.00011430577308556853,0.9992063492063492
5,29,regime_trend,0.18129071069297756,0.10866778959231554,1.6683021838680847,-0.13783353064063208,2.475527620905642,0.12762505911055455,0.5524137107903292
5,29,regime,0.0382086524975913,0.07683857188739868,0.49725875376215073,-0.19647742993948059,1.2105118207015573,0.0005968239036707183,0.3757298556187914
5,29,benchmark,0.09252766337392489,0.1756663923545735,0.5267237639124654,-0.3560815661550094,1.588258792107989,8.568350568231137e-05,0.9992063492063492
5,30,regime_trend,0.19003284757909766,0.10503221613095413,1.8092815193213172,-0.14021288733772153,2.586134365704126,0.10695181340902124,0.5380011098100306
5,30,regime,0.03915786221412706,0.07339066736513365,0.5335537013079421,-0.1758042779348864,1.2162706235818999,-0.018090328423501955,0.3636853065035406
5,30,benchmark,0.1496013193706218,0.17420886735397695,0.8587468688757686,-0.28251897459181874,2.112784185439176,0.00013080929199982575,0.9992063492063491
5,31,regime_trend,0.21592142167164746,0.10757469471233289,2.0071767086957224,-0.09907585266883046,2.9435228383285033,0.131975134584462,0.5491365985598413
5,31,regime,0.07657613507802608,0.07306501204879569,1.04805477930922,-0.200944078900399,1.4665030297257866,0.020185815155058594,0.3611001646952287
5,31,benchmark,0.14827773433335856,0.17473766102261046,0.8485734183781476,-0.36118740838065966,2.098848102605005,0.00012982875924266507,0.9992063492063493
5,32,regime_trend,0.1738933190817554,0.10391407338245275,1.673433765239344,-0.0880724432851866,2.3856380038182867,0.10756007408469266,0.5705004272438823
5,32,regime,0.04521102113171729,0.07430453956201055,0.608455706720134,-0.13400097162106128,1.2536447462941704,-0.0011433836776445095,0.39029514099608775
5,32,benchmark,0.11238298818750692,0.1639673695299395,0.6853984942838668,-0.22653833036399718,1.7540281466419834,9.987824321239019e-05,0.9992063492063492
5,33,regime_trend,0.19528814425471508,0.1051229025127999,1.857712635274093,-0.07254322638752708,2.6549895567895696,0.1286650690149272,0.547255273645856
5,33,regime,0.0687045195073809,0.07135025799617213,0.9629190059980839,-0.0798425579293125,1.4099053825118042,0.023807161264873648,0.3595212220023028
5,33,benchmark,0.11731146891960742,0.17117968327509064,0.6853118703992724,-0.31815357421341073,1.7977885830010563,0.00010474965192044505,0.9992063492063493
