horizon_years,n_paths,mean_daily,std_daily,low_thresh,high_thresh
1,500,0.00044744687292024406,0.010950974976046753,9.427366825843691,15.267401790329705
3,500,0.00044744687292024406,0.010950974976046753,9.427366825843691,15.267401790329705
5,500,0.00044744687292024406,0.010950974976046753,9.427366825843691,15.267401790329705
