trend_window,trend_threshold,rebalance,state_confirm,matrix_name,sizing_mode,train_excess_return,train_max_drawdown,train_benchmark_drawdown,train_pass_dd,train_sharpe,holdout_excess_return,holdout_max_drawdown,holdout_benchmark_drawdown,holdout_pass_dd,holdout_sharpe,train_drawdown_gap,holdout_drawdown_gap,label
42,0.25,daily,1,default,matrix,0.0290071635635453,-0.0729883157881743,-0.1977821043568194,True,1.4925237854316502,-9.114867382836732e-06,-0.0833461999051593,-0.3392496000265326,True,1.6502378229344192,0.12479378856864509,0.2559034001213733,tw42_th0.25_rebdaily_sc1_mxdefault
42,0.15,daily,1,default,matrix,0.0253381863309321,-0.0729883157881743,-0.1977821043568194,True,1.4348649390066042,0.0035833213555937,-0.0802235052355874,-0.3392496000265326,True,1.684178413388266,0.12479378856864509,0.2590260947909452,tw42_th0.15_rebdaily_sc1_mxdefault
84,0.15,daily,1,default,matrix,0.024208088564633,-0.0729883157881743,-0.1977821043568194,True,1.4918189802516109,-0.0210358375831092,-0.1066343214258929,-0.3392496000265326,True,1.43487347741588,0.12479378856864509,0.23261527860063969,tw84_th0.15_rebdaily_sc1_mxdefault
126,0.15,daily,1,aggressive,matrix,0.024092969508943,-0.0885843089814395,-0.1977821043568194,True,1.3041777316150205,-0.0119059557956155,-0.1227488010088984,-0.3392496000265326,True,1.2908585422266372,0.1091977953753799,0.2165007990176342,tw126_th0.15_rebdaily_sc1_mxaggressive
84,0.35,daily,1,default,matrix,0.0226854606784156,-0.0729883157881743,-0.1977821043568194,True,1.4736711100565032,-0.0237429082352911,-0.1076108666109603,-0.3392496000265326,True,1.4450975884435506,0.12479378856864509,0.23163873341557228,tw84_th0.35_rebdaily_sc1_mxdefault
126,0.35,daily,1,aggressive,matrix,0.0226071243766768,-0.0885843089814395,-0.1977821043568194,True,1.2899191293334775,-0.0111840878038356,-0.1227488010088982,-0.3392496000265326,True,1.32395742545749,0.1091977953753799,0.2165007990176344,tw126_th0.35_rebdaily_sc1_mxaggressive
126,0.25,daily,1,aggressive,matrix,0.0222936241610847,-0.0885843089814395,-0.1977821043568194,True,1.284879465208356,-0.0128260621110734,-0.1227488010088982,-0.3392496000265326,True,1.2970289124006038,0.1091977953753799,0.2165007990176344,tw126_th0.25_rebdaily_sc1_mxaggressive
84,0.5,daily,1,default,matrix,0.0214985608314142,-0.0729883157881743,-0.1977821043568194,True,1.4622424007054962,-0.0232691914536333,-0.1010033059483431,-0.3392496000265326,True,1.4681255026709836,0.12479378856864509,0.23824629407818948,tw84_th0.5_rebdaily_sc1_mxdefault
252,0.5,daily,1,aggressive,matrix,0.0210921630397549,-0.0885843089814395,-0.1977821043568194,True,1.307308415656227,0.0042507746903691,-0.0938316746886704,-0.3392496000265326,True,1.5153708305668878,0.1091977953753799,0.2454179253378622,tw252_th0.5_rebdaily_sc1_mxaggressive
126,0.5,daily,1,aggressive,matrix,0.020767492744,-0.0885843089814395,-0.1977821043568194,True,1.2679931550448444,-0.0089277151285052,-0.1146192729667339,-0.3392496000265326,True,1.3611409650128636,0.1091977953753799,0.22463032705979868,tw126_th0.5_rebdaily_sc1_mxaggressive
63,0.5,daily,1,aggressive,matrix,0.0205203700138366,-0.0885843089814395,-0.1977821043568194,True,1.225588550915944,-0.0099572514806492,-0.1228033994033218,-0.3392496000265326,True,1.3601724748122368,0.1091977953753799,0.2164462006232108,tw63_th0.5_rebdaily_sc1_mxaggressive
84,0.25,daily,1,default,matrix,0.0202911474694276,-0.0729883157881743,-0.1977821043568194,True,1.4438758666129552,-0.0250209628055043,-0.106634321425893,-0.3392496000265326,True,1.4035162334149889,0.12479378856864509,0.23261527860063957,tw84_th0.25_rebdaily_sc1_mxdefault
252,0.35,daily,1,aggressive,matrix,0.0185883351686871,-0.0885843089814395,-0.1977821043568194,True,1.2773693637537518,0.0021788905589378,-0.1055185397396061,-0.3392496000265326,True,1.495237171402388,0.1091977953753799,0.2337310602869265,tw252_th0.35_rebdaily_sc1_mxaggressive
252,0.25,daily,1,aggressive,matrix,0.018005476617548,-0.0885843089814395,-0.1977821043568194,True,1.2655409880218254,0.0067506201591787,-0.1073421577633566,-0.3392496000265326,True,1.5487777482015517,0.1091977953753799,0.231907442263176,tw252_th0.25_rebdaily_sc1_mxaggressive
63,0.35,daily,1,aggressive,matrix,0.0176837863835718,-0.0885843089814395,-0.1977821043568194,True,1.1937118898986567,-0.0090216299654574,-0.1226602320043886,-0.3392496000265326,True,1.3656326500698608,0.1091977953753799,0.216589368022144,tw63_th0.35_rebdaily_sc1_mxaggressive
252,0.15,daily,1,aggressive,matrix,0.01659296676825,-0.0885843089814395,-0.1977821043568194,True,1.2462253666775716,0.0105659934870464,-0.1073421577633566,-0.3392496000265326,True,1.575628334849822,0.1091977953753799,0.231907442263176,tw252_th0.15_rebdaily_sc1_mxaggressive
126,0.15,daily,1,default,matrix,0.0152440435124872,-0.0729883157881743,-0.1977821043568194,True,1.3995189231466414,-0.0262894926428402,-0.0856336668938559,-0.3392496000265326,True,1.3479237842470693,0.12479378856864509,0.2536159331326767,tw126_th0.15_rebdaily_sc1_mxdefault
126,0.35,daily,1,default,matrix,0.013758198380221,-0.0729883157881743,-0.1977821043568194,True,1.38640879853427,-0.0255676246510603,-0.0856336668938559,-0.3392496000265326,True,1.3912220340147037,0.12479378856864509,0.2536159331326767,tw126_th0.35_rebdaily_sc1_mxdefault
63,0.15,daily,1,aggressive,matrix,0.013618142333409,-0.0958287550791308,-0.1977821043568194,True,1.1353450540585228,-0.0048119875350655,-0.1271774317701322,-0.3392496000265326,True,1.3835835132675534,0.10195334927768859,0.2120721682564004,tw63_th0.15_rebdaily_sc1_mxaggressive
126,0.25,daily,1,default,matrix,0.0134446981646289,-0.0729883157881743,-0.1977821043568194,True,1.3785538634113097,-0.0272095989582981,-0.0856336668938561,-0.3392496000265326,True,1.35707819651263,0.12479378856864509,0.2536159331326765,tw126_th0.25_rebdaily_sc1_mxdefault
252,0.5,daily,1,default,matrix,0.0122432370432991,-0.0729883157881743,-0.1977821043568194,True,1.4089268278231146,-0.0101327621568555,-0.083951825534859,-0.3392496000265326,True,1.6151009968581198,0.12479378856864509,0.25529777449167357,tw252_th0.5_rebdaily_sc1_mxdefault
126,0.5,daily,1,default,matrix,0.0119185667475443,-0.0729883157881743,-0.1977821043568194,True,1.3627264540509665,-0.0233112519757299,-0.0771601911615385,-0.3392496000265326,True,1.4397063236076384,0.12479378856864509,0.2620894088649941,tw126_th0.5_rebdaily_sc1_mxdefault
63,0.5,daily,1,default,matrix,0.0116714440173808,-0.0729883157881743,-0.1977821043568194,True,1.310188599557972,-0.0243407883278739,-0.106612549638325,-0.3392496000265326,True,1.4422174569307222,0.12479378856864509,0.2326370503882076,tw63_th0.5_rebdaily_sc1_mxdefault
63,0.25,daily,1,aggressive,matrix,0.0104465293269638,-0.0943667726609936,-0.1977821043568194,True,1.104093370429902,-0.0074524005554903,-0.1263301236350135,-0.3392496000265326,True,1.375369253388229,0.1034153316958258,0.2129194763915191,tw63_th0.25_rebdaily_sc1_mxaggressive
252,0.35,daily,1,default,matrix,0.0097394091722313,-0.0729883157881743,-0.1977821043568194,True,1.372035912966162,-0.0122046462882868,-0.0791921923971465,-0.3392496000265326,True,1.5875026142513986,0.12479378856864509,0.2600574076293861,tw252_th0.35_rebdaily_sc1_mxdefault
252,0.25,daily,1,default,matrix,0.0091565506210922,-0.0729883157881743,-0.1977821043568194,True,1.3570168228108197,-0.0076329166880459,-0.0774654201894288,-0.3392496000265326,True,1.6468869298666662,0.12479378856864509,0.2617841798371038,tw252_th0.25_rebdaily_sc1_mxdefault
63,0.35,daily,1,default,matrix,0.008834860387116,-0.0729883157881743,-0.1977821043568194,True,1.271037096653579,-0.0234051668126822,-0.1064667397281852,-0.3392496000265326,True,1.444290949646282,0.12479378856864509,0.23278286029834738,tw63_th0.35_rebdaily_sc1_mxdefault
252,0.15,daily,1,default,matrix,0.0077440407717942,-0.0729883157881743,-0.1977821043568194,True,1.3332201076048549,-0.0038175433601782,-0.0814420276734657,-0.3392496000265326,True,1.6754023436814216,0.12479378856864509,0.2578075723530669,tw252_th0.15_rebdaily_sc1_mxdefault
63,0.15,daily,1,default,matrix,0.0047692163369532,-0.0823804910780995,-0.1977821043568194,True,1.2003140633979357,-0.0191955243822902,-0.1110673156751815,-0.3392496000265326,True,1.4598307018598908,0.1154016132787199,0.2281822843513511,tw63_th0.15_rebdaily_sc1_mxdefault
63,0.25,daily,1,default,matrix,0.0015976033305079,-0.0808967637464468,-0.1977821043568194,True,1.1650930501258776,-0.021835937402715,-0.1102043683564282,-0.3392496000265326,True,1.452802866868825,0.11688534061037259,0.22904523167010438,tw63_th0.25_rebdaily_sc1_mxdefault
21,0.35,weekly,1,aggressive,matrix,-0.0091876336614304,-0.1176893328247851,-0.1977821043568194,True,0.8580679209013048,-0.0164915355755756,-0.1258756909699566,-0.3392496000265326,True,1.2140126388600925,0.0800927715320343,0.213373909056576,tw21_th0.35_rebweekly_sc1_mxaggressive
42,0.15,weekly,1,aggressive,matrix,-0.0099567170329408,-0.1273181240982324,-0.1977821043568194,True,0.8176384611319415,-0.0450810885075322,-0.1588528101526229,-0.3392496000265326,True,0.9253790479002704,0.070463980258587,0.1803967898739097,tw42_th0.15_rebweekly_sc1_mxaggressive
21,0.5,weekly,1,aggressive,matrix,-0.010232797240872,-0.1165060964440622,-0.1977821043568194,True,0.8540495816958018,-0.0337988737230549,-0.1258756909699566,-0.3392496000265326,True,1.076295126185501,0.0812760079127572,0.213373909056576,tw21_th0.5_rebweekly_sc1_mxaggressive
42,0.15,monthly,1,aggressive,matrix,-0.0104548559791587,-0.1241283820061692,-0.1977821043568194,True,0.7733260448188983,-0.0583361199330131,-0.1753300116894212,-0.3392496000265326,True,0.7445920925340855,0.0736537223506502,0.1639195883371114,tw42_th0.15_rebmonthly_sc1_mxaggressive
42,0.35,daily,2,aggressive,matrix,-0.0106347723370165,-0.097058329418002,-0.1977821043568194,True,0.841314109896685,-0.0514023244292751,-0.1450204169597712,-0.3392496000265326,True,0.8876391370552822,0.10072377493881739,0.1942291830667614,tw42_th0.35_rebdaily_sc2_mxaggressive
42,0.15,daily,2,aggressive,matrix,-0.0108389548891183,-0.0981770577438813,-0.1977821043568194,True,0.8246440391986976,-0.0573607610648249,-0.1640223064108277,-0.3392496000265326,True,0.8249382076420803,0.09960504661293809,0.17522729361570488,tw42_th0.15_rebdaily_sc2_mxaggressive
42,0.25,daily,2,aggressive,matrix,-0.0112294039805297,-0.097058329418002,-0.1977821043568194,True,0.8242157005264453,-0.0530188748840561,-0.1325138407279174,-0.3392496000265326,True,0.8704267884140634,0.10072377493881739,0.2067357592986152,tw42_th0.25_rebdaily_sc2_mxaggressive
42,0.35,weekly,1,aggressive,matrix,-0.0116908273931397,-0.1036332596284808,-0.1977821043568194,True,0.8318838633218402,-0.0412048371548422,-0.1588528101526228,-0.3392496000265326,True,0.966846809915826,0.0941488447283386,0.1803967898739098,tw42_th0.35_rebweekly_sc1_mxaggressive
21,0.15,weekly,1,aggressive,matrix,-0.0118109015612723,-0.1154569983309057,-0.1977821043568194,True,0.8219108654060602,-0.0174518368283309,-0.1268776016347492,-0.3392496000265326,True,1.178413103901249,0.0823251060259137,0.2123719983917834,tw21_th0.15_rebweekly_sc1_mxaggressive
42,0.15,weekly,2,aggressive,matrix,-0.0125640900127155,-0.1273181240982325,-0.1977821043568194,True,0.7853020280806737,-0.0597604359589564,-0.1896570328365795,-0.3392496000265326,True,0.7588286374126244,0.07046398025858688,0.1495925671899531,tw42_th0.15_rebweekly_sc2_mxaggressive
42,0.25,weekly,1,aggressive,matrix,-0.012564707394866,-0.1273181240982325,-0.1977821043568194,True,0.7949154761105305,-0.0452659650510953,-0.1588528101526227,-0.3392496000265326,True,0.922113698376498,0.07046398025858688,0.1803967898739099,tw42_th0.25_rebweekly_sc1_mxaggressive
42,0.25,monthly,1,aggressive,matrix,-0.0128714040047046,-0.1241283820061694,-0.1977821043568194,True,0.7481274293095073,-0.0606957427588445,-0.175330011689421,-0.3392496000265326,True,0.7278971681107039,0.07365372235065,0.1639195883371116,tw42_th0.25_rebmonthly_sc1_mxaggressive
21,0.25,weekly,1,aggressive,matrix,-0.0130513467410013,-0.1302401519264958,-0.1977821043568194,True,0.8104512072634736,-0.0206004941794065,-0.126877601634749,-0.3392496000265326,True,1.1564963275194735,0.0675419524303236,0.21237199839178358,tw21_th0.25_rebweekly_sc1_mxaggressive
42,0.35,monthly,1,aggressive,matrix,-0.0145696109579408,-0.1241283820061694,-0.1977821043568194,True,0.7297651831912688,-0.0623542126312659,-0.1711361506531723,-0.3392496000265326,True,0.7228228526491909,0.07365372235065,0.16811344937336029,tw42_th0.35_rebmonthly_sc1_mxaggressive
42,0.5,daily,2,aggressive,matrix,-0.0148611466376745,-0.097058329418002,-0.1977821043568194,True,0.8165881480338585,-0.0567144834400018,-0.1619465428902978,-0.3392496000265326,True,0.8518992896124297,0.10072377493881739,0.1773030571362348,tw42_th0.5_rebdaily_sc2_mxaggressive
42,0.15,monthly,2,aggressive,matrix,-0.016402949061306,-0.1241283820061692,-0.1977821043568194,True,0.693640080037163,-0.0698225823308491,-0.1951358474624974,-0.3392496000265326,True,0.6374550409710559,0.0736537223506502,0.1441137525640352,tw42_th0.15_rebmonthly_sc2_mxaggressive
42,0.35,monthly,2,aggressive,matrix,-0.0166459208956795,-0.1241283820061693,-0.1977821043568194,True,0.7090399693018767,-0.0625336194752537,-0.1864111231483124,-0.3392496000265326,True,0.7180193134053563,0.0736537223506501,0.1528384768782202,tw42_th0.35_rebmonthly_sc2_mxaggressive
42,0.5,monthly,1,aggressive,matrix,-0.0170413404225299,-0.1064971413221849,-0.1977821043568194,True,0.7302238367709225,-0.0652649867244171,-0.168924476642222,-0.3392496000265326,True,0.7147634820056816,0.0912849630346345,0.1703251233843106,tw42_th0.5_rebmonthly_sc1_mxaggressive
63,0.15,monthly,1,aggressive,matrix,-0.0171546908146354,-0.130134749008238,-0.1977821043568194,True,0.7018058504219359,-0.0692820435837561,-0.1692817868131936,-0.3392496000265326,True,0.6631831854320257,0.0676473553485814,0.16996781321333898,tw63_th0.15_rebmonthly_sc1_mxaggressive
42,0.5,monthly,2,aggressive,matrix,-0.0173782636804273,-0.1141890838876651,-0.1977821043568194,True,0.7199403951623344,-0.0700783574283818,-0.1938485576177917,-0.3392496000265326,True,0.6543426873820349,0.08359302046915429,0.14540104240874088,tw42_th0.5_rebmonthly_sc2_mxaggressive
21,0.35,daily,2,aggressive,matrix,-0.0176130213962056,-0.1235569394341302,-0.1977821043568194,True,0.7715047729663265,-0.0268684347324274,-0.1381852565924735,-0.3392496000265326,True,1.1353888838567947,0.0742251649226892,0.2010643434340591,tw21_th0.35_rebdaily_sc2_mxaggressive
21,0.35,weekly,1,default,matrix,-0.0180365596578861,-0.1086586782258092,-0.1977821043568194,True,0.8836509584486677,-0.0308750724228002,-0.0917983071768405,-0.3392496000265326,True,1.2655209865509092,0.0891234261310102,0.24745129284969208,tw21_th0.35_rebweekly_sc1_mxdefault
63,0.25,monthly,1,aggressive,matrix,-0.0182069812385158,-0.1331761732530032,-0.1977821043568194,True,0.6910046331819721,-0.0717307828726976,-0.1902332133561751,-0.3392496000265326,True,0.6388381643381607,0.06460593110381618,0.1490163866703575,tw63_th0.25_rebmonthly_sc1_mxaggressive
42,0.5,weekly,1,aggressive,matrix,-0.0186698336464847,-0.1036332596284808,-0.1977821043568194,True,0.760493745446884,-0.0511486286732328,-0.1588528101526228,-0.3392496000265326,True,0.8898223832415796,0.0941488447283386,0.1803967898739098,tw42_th0.5_rebweekly_sc1_mxaggressive
42,0.15,weekly,1,default,matrix,-0.0188056430293966,-0.1208916491409425,-0.1977821043568194,True,0.8315729581239005,-0.0594646253547569,-0.1232651805231841,-0.3392496000265326,True,0.9222333912445112,0.0768904552158769,0.2159844195033485,tw42_th0.15_rebweekly_sc1_mxdefault
63,0.15,monthly,2,aggressive,matrix,-0.018872373054377,-0.1284120975386089,-0.1977821043568194,True,0.6708770615842161,-0.0660198384475335,-0.1736514445523974,-0.3392496000265326,True,0.6863009941701126,0.06937000681821048,0.1655981554741352,tw63_th0.15_rebmonthly_sc2_mxaggressive
21,0.5,weekly,1,default,matrix,-0.0190817232373278,-0.1086586782258092,-0.1977821043568194,True,0.880447931313193,-0.0481824105702796,-0.0917983071768403,-0.3392496000265326,True,1.1067954729170206,0.0891234261310102,0.2474512928496923,tw21_th0.5_rebweekly_sc1_mxdefault
63,0.25,monthly,2,aggressive,matrix,-0.0191938797687059,-0.1314595449161972,-0.1977821043568194,True,0.667460255960959,-0.0647272494466362,-0.1736514445523974,-0.3392496000265326,True,0.7025817928688546,0.06632255944062218,0.1655981554741352,tw63_th0.25_rebmonthly_sc2_mxaggressive
42,0.15,monthly,1,default,matrix,-0.0193037819756145,-0.1081048340972629,-0.1977821043568194,True,0.7816515350513462,-0.0727196567802378,-0.1541595146022274,-0.3392496000265326,True,0.7125517172110118,0.08967727025955649,0.1850900854243052,tw42_th0.15_rebmonthly_sc1_mxdefault
21,0.25,daily,2,aggressive,matrix,-0.0193309981505849,-0.1183492360267828,-0.1977821043568194,True,0.7406175277065133,-0.0226381421136601,-0.1402233464091847,-0.3392496000265326,True,1.1729287374824648,0.0794328683300366,0.19902625361734788,tw21_th0.25_rebdaily_sc2_mxaggressive
42,0.35,daily,2,default,matrix,-0.0194836983334723,-0.0893614766495012,-0.1977821043568194,True,0.8605110893709681,-0.0657858612764998,-0.1278394043097405,-0.3392496000265326,True,0.879345536505712,0.1084206277073182,0.2114101957167921,tw42_th0.35_rebdaily_sc2_mxdefault
21,0.5,monthly,1,aggressive,matrix,-0.0195065656175028,-0.1599224811986904,-0.1977821043568194,True,0.6916747329302628,-0.0621504429103643,-0.1978148940738308,-0.3392496000265326,True,0.7891183646482095,0.03785962315812899,0.1414347059527018,tw21_th0.5_rebmonthly_sc1_mxaggressive
42,0.25,monthly,2,aggressive,matrix,-0.0196256879987866,-0.124770946846633,-0.1977821043568194,True,0.6748599459058459,-0.0686680309987363,-0.192681879437259,-0.3392496000265326,True,0.6509236646761136,0.0730111575101864,0.1465677205892736,tw42_th0.25_rebmonthly_sc2_mxaggressive
42,0.15,daily,2,default,matrix,-0.0196878808855741,-0.092550520197569,-0.1977821043568194,True,0.8401745481961407,-0.0717442979120496,-0.147223141128277,-0.3392496000265326,True,0.8035655168965272,0.1052315841592504,0.1920264588982556,tw42_th0.15_rebdaily_sc2_mxdefault
21,0.15,monthly,1,aggressive,matrix,-0.0198589770453085,-0.1599224811986903,-0.1977821043568194,True,0.671881333042209,-0.0557601651361464,-0.1937268218599509,-0.3392496000265326,True,0.7739959531717693,0.0378596231581291,0.14552277816658168,tw21_th0.15_rebmonthly_sc1_mxaggressive
126,0.5,monthly,1,aggressive,matrix,-0.019872849388684,-0.1426709409248975,-0.1977821043568194,True,0.7000231203820904,-0.0701748175262824,-0.1692488432558891,-0.3392496000265326,True,0.6797620735429409,0.055111163431921906,0.1700007567706435,tw126_th0.5_rebmonthly_sc1_mxaggressive
42,0.35,weekly,2,aggressive,matrix,-0.0200127794636189,-0.1273181240982325,-0.1977821043568194,True,0.7097562825559054,-0.0549353665727638,-0.1896570328365794,-0.3392496000265326,True,0.8144614668372345,0.07046398025858688,0.1495925671899532,tw42_th0.35_rebweekly_sc2_mxaggressive
21,0.35,monthly,1,aggressive,matrix,-0.020073345066793,-0.1599224811986904,-0.1977821043568194,True,0.6658248265922412,-0.0576230455691195,-0.205368164995491,-0.3392496000265326,True,0.7783399857033498,0.03785962315812899,0.1338814350310416,tw21_th0.35_rebmonthly_sc1_mxaggressive
42,0.25,daily,2,default,matrix,-0.0200783299769855,-0.0893614766495011,-0.1977821043568194,True,0.8401056234490255,-0.0674024117312808,-0.1150815055332195,-0.3392496000265326,True,0.858202949392666,0.10842062770731829,0.2241680944933131,tw42_th0.25_rebdaily_sc2_mxdefault
126,0.35,monthly,1,aggressive,matrix,-0.020279905298151,-0.1478908012001194,-0.1977821043568194,True,0.6852323044780522,-0.0665423432767243,-0.1692488432558891,-0.3392496000265326,True,0.6954657661372776,0.049891303156699984,0.1700007567706435,tw126_th0.35_rebmonthly_sc1_mxaggressive
42,0.35,weekly,1,default,matrix,-0.0205397533895955,-0.0963388083501508,-0.1977821043568194,True,0.8501164052212195,-0.0555883740020669,-0.1232651805231841,-0.3392496000265326,True,0.97229652548545,0.1014432960066686,0.2159844195033485,tw42_th0.35_rebweekly_sc1_mxdefault
21,0.15,weekly,1,default,matrix,-0.0206598275577281,-0.1044771911895651,-0.1977821043568194,True,0.8403341170560041,-0.0318353736755556,-0.0932473087408252,-0.3392496000265326,True,1.220043294696029,0.0933049131672543,0.2460022912857074,tw21_th0.15_rebweekly_sc1_mxdefault
63,0.35,monthly,2,aggressive,matrix,-0.0208315779693003,-0.1241283820061694,-0.1977821043568194,True,0.6526540983889142,-0.0694407530373636,-0.1692817868131937,-0.3392496000265326,True,0.6777857884009799,0.07365372235065,0.1699678132133389,tw63_th0.35_rebmonthly_sc2_mxaggressive
42,0.15,weekly,2,default,matrix,-0.0214130160091713,-0.1208916491409424,-0.1977821043568194,True,0.7940144441648872,-0.0741439728061811,-0.1553726819687312,-0.3392496000265326,True,0.728402589240449,0.076890455215877,0.1838769180578014,tw42_th0.15_rebweekly_sc2_mxdefault
42,0.25,weekly,1,default,matrix,-0.0214136333913219,-0.1208916491409424,-0.1977821043568194,True,0.8061823426796717,-0.0596495018983199,-0.1232651805231842,-0.3392496000265326,True,0.9193978179044988,0.076890455215877,0.2159844195033484,tw42_th0.25_rebweekly_sc1_mxdefault
252,0.5,daily,2,aggressive,matrix,-0.0214776035984471,-0.1014766166802099,-0.1977821043568194,True,0.787274890265737,-0.0435551727378346,-0.1373005169817821,-0.3392496000265326,True,1.0124674817647668,0.0963054876766095,0.20194908304475048,tw252_th0.5_rebdaily_sc2_mxaggressive
63,0.35,monthly,1,aggressive,matrix,-0.0215034413481921,-0.133263300312513,-0.1977821043568194,True,0.6526184858839428,-0.0640300371497788,-0.1871367052128624,-0.3392496000265326,True,0.7227364780513303,0.0645188040443064,0.15211289481367019,tw63_th0.35_rebmonthly_sc1_mxaggressive
