trend_window,trend_threshold,rebalance,state_confirm,matrix_name,sizing_mode,cost_bps,fold_count,train_return_mean,train_sharpe_mean,train_sortino_mean,train_max_drawdown_worst,train_benchmark_return_mean,val_return_mean,val_sharpe_mean,val_sortino_mean,val_max_drawdown_worst,val_benchmark_return_mean,val_benchmark_max_drawdown_worst,val_pass_dd,test_return_mean,test_sharpe_mean,test_sortino_mean,test_max_drawdown_worst,test_benchmark_return_mean,test_benchmark_max_drawdown_worst
21,0.35,daily,1,default,matrix,5.0,4,0.1531152777441586,2.0405314053679997,3.0097380722294815,-0.0767169612427786,0.11514297641029506,0.16904485703271846,2.085105552896684,3.054753422149438,-0.059196630462975075,0.11389231246527207,-0.3392496000265325,True,0.08682458597998362,1.267357992771248,2.389073949763305,-0.053180172820884275,0.002469970476757996,-0.3392496000265325
21,0.5,daily,1,default,matrix,5.0,4,0.14759790228454348,2.0009456574762057,2.988169798232212,-0.07317369958601905,0.11514297641029506,0.1637477215623488,2.03068997059828,3.0143470752969925,-0.06803465158385547,0.11389231246527207,-0.3392496000265325,True,-0.011997674972120287,0.850237631456776,2.3617438095951635,-0.06803465158385547,0.002469970476757996,-0.3392496000265325
21,0.15,daily,1,default,matrix,5.0,4,0.1543453174190222,2.032864245244111,2.972170463290876,-0.07317369958601905,0.11514297641029506,0.17110594679951324,2.0691374610901256,2.9914824645190574,-0.06190017697123462,0.11389231246527207,-0.3392496000265325,True,0.017351055391090872,0.5913536381768044,2.2998885384504737,-0.06190017697123462,0.002469970476757996,-0.3392496000265325
21,0.25,daily,1,default,matrix,5.0,4,0.1546368832231535,2.0339614736896654,2.97452116593753,-0.0744765621466893,0.11514297641029506,0.16996931334893922,2.066447068750033,2.9767643021909413,-0.06322456829210932,0.11389231246527207,-0.3392496000265325,True,0.08731799798146885,1.2487708412561171,2.323022842880324,-0.059841790374624115,0.002469970476757996,-0.3392496000265325
21,0.35,daily,1,aggressive,matrix,5.0,4,0.16462957538518808,1.8739375920430377,2.7592697698518927,-0.09324710616099818,0.11514297641029506,0.18043408827924567,1.8849401753119612,2.796092651759988,-0.09161262991842123,0.11389231246527207,-0.3392496000265325,True,0.08707158302765941,1.1094627816804015,2.181713556140009,-0.09161262991842123,0.002469970476757996,-0.3392496000265325
21,0.15,daily,1,aggressive,matrix,5.0,4,0.1658596150600517,1.8749109247470643,2.74804363513097,-0.09075212035112079,0.11514297641029506,0.18249517804604043,1.8816126194657703,2.762400639052508,-0.09075212035112079,0.11389231246527207,-0.3392496000265325,True,0.017598052438766637,0.566200780229881,2.1189923482210515,-0.09075212035112079,0.002469970476757996,-0.3392496000265325
21,0.25,daily,1,aggressive,matrix,5.0,4,0.16615118086418298,1.8725804705750244,2.742272314139513,-0.09161262991842123,0.11514297641029506,0.18135854459546644,1.8735513410576787,2.7395659929246987,-0.09161262991842112,0.11389231246527207,-0.3392496000265325,True,0.08756499502914464,1.0966310259347556,2.128606225580122,-0.09161262991842112,0.002469970476757996,-0.3392496000265325
21,0.5,daily,1,aggressive,matrix,5.0,4,0.15911219992557296,1.834665402340107,2.7245965210328165,-0.09161262991842134,0.11514297641029506,0.17513695280887598,1.828266641859741,2.7381949433463433,-0.09161262991842112,0.11389231246527207,-0.3392496000265325,True,-0.011750677924444536,0.7338075338985232,2.1368469915975865,-0.09161262991842112,0.002469970476757996,-0.3392496000265325
42,0.35,daily,1,default,matrix,5.0,4,0.11988169770226244,1.5674950296962686,2.127976184675915,-0.09214956161588062,0.11514297641029506,0.12429602550931612,1.5200000681897998,2.0170128946200148,-0.09214956161588073,0.11389231246527207,-0.3392496000265325,True,0.08939649304359787,1.1075312059790599,1.5902354682739626,-0.09214956161588073,0.002469970476757996,-0.3392496000265325
42,0.15,daily,1,default,matrix,5.0,4,0.11471553695722747,1.4638190392039634,1.9486555353769623,-0.08109687798787113,0.11514297641029506,0.12357358218617541,1.497508098502427,1.991798865298369,-0.08109687798787124,0.11389231246527207,-0.3392496000265325,True,0.08903671086607651,1.0987380117091072,1.5923165440495857,-0.08109687798787124,0.002469970476757996,-0.3392496000265325
42,0.25,daily,1,default,matrix,5.0,4,0.11648356630335932,1.5010746173042846,2.005248057018656,-0.08421660750617688,0.11514297641029506,0.12119135012018867,1.4687197969961414,1.9307289935849241,-0.0842166075061771,0.11389231246527207,-0.3392496000265325,True,0.08636644888978863,1.0639995391500807,1.524099182496923,-0.0842166075061771,0.002469970476757996,-0.3392496000265325
42,0.35,daily,1,aggressive,matrix,5.0,4,0.13139599534329194,1.4770884282377663,2.0300498275991177,-0.10531948100809807,0.11514297641029506,0.13568525675584336,1.4135893196975238,1.9218883197525174,-0.10531948100809774,0.11389231246527207,-0.3392496000265325,True,0.08964349009127368,0.9795965950055068,1.507173466410671,-0.10531948100809774,0.002469970476757996,-0.3392496000265325
42,0.5,daily,1,default,matrix,5.0,4,0.11521828078654005,1.5227334209336396,2.0296464155160328,-0.0917556098229928,0.11514297641029506,0.11778139904699986,1.4673102400376146,1.9161284528593892,-0.09175560982299291,0.11389231246527207,-0.3392496000265325,True,0.07942207989151391,1.020988543131108,1.4710020100214367,-0.09175560982299291,0.002469970476757996,-0.3392496000265325
42,0.15,daily,1,aggressive,matrix,5.0,4,0.12622983459825698,1.3921781995337081,1.8825761780623513,-0.09566314458101144,0.11514297641029506,0.1349628134327026,1.3989240524263375,1.905542620963616,-0.09566314458101133,0.11389231246527207,-0.3392496000265325,True,0.08928370791375229,0.975872577663722,1.5134004543304878,-0.09566314458101133,0.002469970476757996,-0.3392496000265325
252,0.15,daily,1,default,matrix,5.0,4,0.11129861466777655,1.492257138319905,1.9373877440437086,-0.08254363614298288,0.11514297641029506,0.11827423405392813,1.4457773581458033,1.8648193986594326,-0.08254363614298266,0.11389231246527207,-0.3392496000265325,True,-0.024747522595573015,0.14075984330683755,1.5200146157628702,-0.08254363614298266,0.002469970476757996,-0.3392496000265325
252,0.25,daily,1,default,matrix,5.0,4,0.11195680590497731,1.5130953426586315,1.983293893465717,-0.07857179772591438,0.11514297641029506,0.11561352166692168,1.4408544741836828,1.85928717335237,-0.07857179772591438,0.11389231246527207,-0.3392496000265325,True,-0.030274759394547865,0.08806612053379292,1.4360940295862368,-0.07857179772591438,0.002469970476757996,-0.3392496000265325
42,0.25,daily,1,aggressive,matrix,5.0,4,0.1279978639443888,1.4225424670310742,1.9291806903100754,-0.09766430726361708,0.11514297641029506,0.13258058136671586,1.3730482483884774,1.851755288572448,-0.09766430726361708,0.11389231246527207,-0.3392496000265325,True,0.08661344593746442,0.9450790334067851,1.4535187215460201,-0.09766430726361708,0.002469970476757996,-0.3392496000265325
252,0.5,daily,1,default,matrix,5.0,4,0.11072428960599122,1.5051368472404538,1.9925864680490928,-0.0853248677574443,0.11514297641029506,0.11398255911654105,1.4234437801022415,1.8407699408516727,-0.08532486775744419,0.11389231246527207,-0.3392496000265325,True,-0.02833547603805832,0.08492518872337584,1.4118115752463574,-0.08532486775744419,0.002469970476757996,-0.3392496000265325
42,0.5,daily,1,aggressive,matrix,5.0,4,0.12673257842756955,1.4356428324739057,1.9406811448359158,-0.10842958760338461,0.11514297641029506,0.12917063029352707,1.3647985678150736,1.8273285592856547,-0.10842958760338461,0.11389231246527207,-0.3392496000265325,True,0.07966907693918968,0.9031572370216792,1.3976652240098932,-0.10842958760338461,0.002469970476757996,-0.3392496000265325
252,0.15,daily,1,aggressive,matrix,5.0,4,0.12281291230880603,1.416015697191519,1.8786951306818058,-0.10787759182241796,0.11514297641029506,0.12966346530045536,1.3540674617271413,1.8020015916347112,-0.10787759182241774,0.11389231246527207,-0.3392496000265325,True,-0.02450052554789718,0.18631105997209774,1.4605097005053218,-0.10787759182241774,0.002469970476757996,-0.3392496000265325
252,0.25,daily,1,aggressive,matrix,5.0,4,0.12347110354600681,1.4323411885062183,1.9156082141687947,-0.10787759182241785,0.11514297641029506,0.1270027529134489,1.3491860000249707,1.7985423547205737,-0.10787759182241774,0.11389231246527207,-0.3392496000265325,True,-0.03002776234687206,0.14096383848970107,1.3884001398615815,-0.10787759182241774,0.002469970476757996,-0.3392496000265325
252,0.35,daily,1,default,matrix,5.0,4,0.10935085010914855,1.4827564452193858,1.9415619389819134,-0.08057236871752749,0.11514297641029506,0.11137424226671244,1.3869817592916132,1.779115535389506,-0.08057236871752749,0.11389231246527207,-0.3392496000265325,True,-0.030163956360109892,0.06278712837022471,1.3700771504123357,-0.08057236871752749,0.002469970476757996,-0.3392496000265325
252,0.5,daily,1,aggressive,matrix,5.0,4,0.12223858724702069,1.4212513785694512,1.9130988976873684,-0.09518990824680029,0.11514297641029506,0.12537179036306825,1.3313627846932374,1.7728149334292564,-0.09518990824680085,0.11389231246527207,-0.3392496000265325,True,-0.028088478990382526,0.13685266589787148,1.3588387508623416,-0.09518990824680085,0.002469970476757996,-0.3392496000265325
252,0.35,daily,1,aggressive,matrix,5.0,4,0.12086514775017804,1.4044532431290775,1.8735676013984095,-0.10632321089750407,0.11514297641029506,0.12276347351323963,1.3020685005663493,1.7240614991258272,-0.10632321089750396,0.11389231246527207,-0.3392496000265325,True,-0.029916959312434127,0.11940133597649649,1.3268376972828708,-0.10632321089750396,0.002469970476757996,-0.3392496000265325
84,0.5,daily,1,default,matrix,5.0,4,0.10453054103897161,1.3930865404700024,1.8053728070113866,-0.10158746392756612,0.11514297641029506,0.10175374132457368,1.3103776089158834,1.6819063685485138,-0.10158746392756612,0.11389231246527207,-0.3392496000265325,True,-0.03349516146933529,0.060357998958191716,1.360525127968439,-0.10158746392756612,0.002469970476757996,-0.3392496000265325
84,0.35,daily,1,default,matrix,5.0,4,0.10506336513478359,1.3931055076816685,1.8017608360484358,-0.10885933726433072,0.11514297641029506,0.10010600628271182,1.2836298655121328,1.6463446170665064,-0.10885933726433084,0.11389231246527207,-0.3392496000265325,True,-0.035266122419310125,0.034282675114004846,1.3261326761875312,-0.10885933726433084,0.002469970476757996,-0.3392496000265325
63,0.5,daily,1,default,matrix,5.0,4,0.1033090750095007,1.378422467642948,1.7982720032579687,-0.10719306279384533,0.11514297641029506,0.10133024084806144,1.2886561816054714,1.6250535627435831,-0.10719306279384555,0.11389231246527207,-0.3392496000265325,True,-0.04029532042663496,-0.05180703599714365,1.1726289778053691,-0.10719306279384555,0.002469970476757996,-0.3392496000265325
84,0.5,daily,1,aggressive,matrix,5.0,4,0.11604483868000111,1.3230318348054935,1.7462491476351552,-0.11636380235642352,0.11514297641029506,0.11314297257110088,1.228794311805225,1.6210640386067192,-0.11636380235642363,0.11389231246527207,-0.3392496000265325,True,-0.03324816442165948,0.11045255138647425,1.3011950233579146,-0.11636380235642363,0.002469970476757996,-0.3392496000265325
