variant,corr,rmse,qlike
GARCH_t,0.9551606755816968,4.599267038378586,6.568320421805047
GARCH,0.9492083557641191,4.88270557619425,6.569844794541966
GJR_t,0.9291810882452025,4.890860702179241,6.572915378393217
GJR,0.9070308079544493,5.371215920019886,6.58339215321391
EGARCH_t,0.8423146523774644,6.7398074696616685,6.615599200028925
EGARCH,0.8337084830980963,7.07157623782823,6.626711715207473
