horizon_years,path,strategy,annual_return,annual_vol,sharpe,max_drawdown,terminal_equity,alpha_annual,beta
3,0,layered,0.1976583376427749,0.11381038189223884,1.7367338054442816,-0.08263163698759068,1.809363295460764,0.11589457410630209,0.5792851959314332
3,0,regime,0.07542348894646625,0.06946417450209764,1.085789754029088,-0.07378834104066889,1.2539147617814344,0.026493932813170338,0.33681097836166507
3,0,benchmark,0.1364293886947679,0.17893215140445068,0.7624643621837903,-0.22097680969187306,1.505745562776023,0.00020167304016851595,0.9986772486772486
3,1,layered,0.03828849720828236,0.09972607915841528,0.3839366545982514,-0.1462367103674167,1.1217225463470177,0.10709679795472092,0.5413557815379145
3,1,regime,-0.08326224379866269,0.07523765293621394,-1.1066565815025085,-0.2259406826327569,0.7789668945397648,-0.03451370338656728,0.3893467735271089
3,1,benchmark,-0.13167213450310086,0.16577693767388144,-0.7942729329584313,-0.3319839794359025,0.6736689886227115,-0.00015597058359901163,0.9986772486772486
3,2,layered,0.25490512144209704,0.1046461968754195,2.435875636699532,-0.07572466055604199,2.1483827812383747,0.13147371527434412,0.5232379536290985
3,2,regime,0.11140522947789117,0.07284278369647193,1.529392807695335,-0.0749684028708475,1.3968443942646773,0.027821497634467174,0.3497705882194812
3,2,benchmark,0.23043340069057935,0.1793562149889994,1.2847806846543495,-0.23792505487763338,1.9963094522538736,0.0003262128875530313,0.9986772486772486
3,3,layered,0.1939515670492103,0.10742000966253919,1.805544122165979,-0.07776002181970942,1.7893540720887355,0.10645064158898962,0.5523982817597907
3,3,regime,0.07452396148683983,0.07399100520035609,1.0072029875123412,-0.11431847294499398,1.2505355311175639,0.01563636735479285,0.364735884511767
3,3,benchmark,0.1536963948527592,0.17462746999203857,0.8801387024605372,-0.19049109697390865,1.585800273871039,0.00022351921043875901,0.9986772486772487
3,4,layered,0.26679041872749126,0.10461104983597141,2.550308204972751,-0.062354382274461995,2.2263673277149385,0.11956012043435238,0.5540590886964745
3,4,regime,0.13367887223743927,0.07484381683743198,1.786104422330608,-0.09282737517601836,1.4933719498698999,0.03202973112086689,0.3787453602351609
3,4,benchmark,0.26127802728069327,0.17002618180606935,1.5366929052062412,-0.18033152097214245,2.1898522632333006,0.00036490584439037316,0.9986772486772487
3,5,layered,0.20039019073583653,0.10617694972749793,1.8873229194296495,-0.05326701320708149,1.824252970873661,0.11722732491271193,0.5372003810195567
3,5,regime,0.0898756366397071,0.07102364054276493,1.2654326918878647,-0.05915495054832565,1.30947580715008,0.03502849824917716,0.3468328608764218
3,5,benchmark,0.14977881439842589,0.1768739538114983,0.8468110265576535,-0.15202858499671423,1.5672718664611154,0.00021885102051833784,0.9986772486772487
3,6,layered,0.2197404152227543,0.11468959269606813,1.9159577609197282,-0.07447387351583123,1.9332861930237821,0.10842657355762685,0.5819679618612018
3,6,regime,0.08964535264902601,0.07288779152109211,1.2299090256162397,-0.09418442838397112,1.3085714656253986,0.02089798651314502,0.3522605947093096
3,6,benchmark,0.18668454083989267,0.17885145609051364,1.0437965947865409,-0.1552479053640402,1.7507663782836629,0.0002681762478595187,0.9986772486772487
3,7,layered,0.2774229834941681,0.10481717527276821,2.6467321101930454,-0.0589126130741181,2.2985280745523524,0.13012444009436605,0.5607803125776815
3,7,regime,0.09661329273385451,0.0693750646242664,1.3926227421496422,-0.07701340247705091,1.3362135139840214,0.002656181512374101,0.3533706972028263
3,7,benchmark,0.25824485703190786,0.16951183188279498,1.5234621333717004,-0.1685715469744421,2.1700160657485528,0.0003607765740988086,0.9986772486772487
3,8,layered,0.12888633537071917,0.10555935295785306,1.2209845149598437,-0.10727243987865231,1.4720544441124799,0.12202234138652188,0.5478759828021366
3,8,regime,0.0049016568213625655,0.07439669742374883,0.06588540877619474,-0.1628317002362174,1.014813620453975,-0.0008064416076565344,0.37233946373874294
3,8,benchmark,0.007885999050923367,0.17256928209867078,0.045697582762234304,-0.2678990176482686,1.0239400675822283,3.0096928857751583e-05,0.9986772486772487
3,9,layered,0.16282063020905657,0.10782128192929373,1.510097332322852,-0.098977304741528,1.6298074689393647,0.14116777185992962,0.5473898980484367
3,9,regime,0.012292246371974186,0.06995536442784984,0.17571556481064565,-0.14160159235451875,1.0375651217616462,-0.00246318491272087,0.3421480590308026
3,9,benchmark,0.03458255558494142,0.1772442549891654,0.19511242035492427,-0.32107265426609843,1.1093205011542513,6.6492909452361e-05,0.9986772486772486
