date,regime,exposure,strategy_equity,benchmark_equity,drawdown
2025-02-03,mid,0.75,0.9942881071981039,0.9923914023153333,0.0
2025-02-04,mid,0.75,0.9996709666485006,0.9995613129248594,0.0
2025-02-05,mid,0.75,1.0026000772950436,1.003468271171178,0.0
2025-02-06,mid,0.75,1.005339161499501,1.0071252093099954,0.0
2025-02-07,mid,0.75,0.9981942068480115,0.9975930007303369,-0.007107009181690049
2025-02-10,mid,0.75,1.0032153167369051,1.0042893847347083,-0.002112565434562619
2025-02-11,mid,0.75,1.0034708118840727,1.0046304241247983,-0.0018584271726187485
2025-02-12,mid,0.75,1.0014201225455375,1.0018939447522655,-0.0038982256974037233
2025-02-13,low,1.0,1.0118612212802773,1.0123399836957467,0.0
2025-02-14,mid,0.75,1.011806622927579,1.0122671521028406,-5.395834087718043e-05
2025-02-18,low,1.0,1.014280477751363,1.014742132914828,0.0
2025-02-19,low,1.0,1.0166913913997686,1.017154143903426,0.0
2025-02-20,low,1.0,1.0122848627440917,1.0127456095927536,-0.0043341850761715595
2025-02-21,low,1.0,0.9950111055871393,0.995463990193198,-0.02132435269544286
2025-02-24,mid,0.75,0.9913005603591233,0.9905174236046306,-0.02497398055636879
2025-02-25,mid,0.75,0.9878192562180569,0.9858820685950741,-0.02839813086443166
2025-02-26,mid,0.75,0.9879200300570214,0.9860161724936659,-0.028299011466139334
2025-02-27,mid,0.75,0.9761418814883228,0.9703734660199397,-0.03988379389700325
2025-02-28,mid,0.75,0.9877259508019406,0.9857579073001752,-0.02848990445168298
2025-03-03,mid,0.75,0.9746614983670248,0.9684117822278792,-0.041339873031557395
2025-03-04,high,0.25,0.9716665183710371,0.9565634319927933,-0.04428568335445604
2025-03-05,high,0.25,0.9743660219715637,0.9672379891528623,-0.04163049848384359
2025-03-06,high,0.25,0.9699961538164943,0.9500027685705411,-0.04592862492814542
2025-03-07,high,0.25,0.9713321357055746,0.9552473707673714,-0.04461457633839494
2025-03-10,high,0.25,0.9647148637198015,0.9294813962163953,-0.05112321016941668
2025-03-11,high,0.25,0.9628844528439209,0.9224472061889886,-0.05292357052592622
2025-03-12,high,0.25,0.964058675945578,0.9269550857024154,-0.051768625070904184
2025-03-13,high,0.25,0.960693162534489,0.9140787672464774,-0.05507888562740948
2025-03-14,high,0.25,0.9657604235524242,0.9335174466423712,-0.05009481567186602
2025-03-17,high,0.25,0.9673058214838118,0.9395070166085947,-0.04857478909894508
2025-03-18,high,0.25,0.9647191634801661,0.9294979672225505,-0.05111898099977796
2025-03-19,high,0.25,0.9673130620606633,0.9395351469019702,-0.04856766739327045
2025-03-20,high,0.25,0.9667842596756041,0.9374823629931447,-0.049087788237739405
2025-03-21,high,0.25,0.9669835135611323,0.9382554610559132,-0.04889180557553363
2025-03-24,high,0.25,0.971221420272782,0.9548119170592856,-0.04472347411576294
2025-03-25,high,0.25,0.9716034513984527,0.9563151094029958,-0.04434771493367262
2025-03-26,high,0.25,0.9688820095588164,0.9456455639618615,-0.04702447787536468
2025-03-27,high,0.25,0.9680799957153039,0.9425183321807734,-0.047813324766660115
2025-03-28,high,0.25,0.9632674256158229,0.9239156398368612,-0.05254688515695227
2025-03-31,high,0.25,0.9645984337191447,0.9290327665375616,-0.05123772869651522
2025-04-01,high,0.25,0.9655089870526916,0.9325456581740941,-0.05034212424736839
2025-04-02,high,0.25,0.9671289386227232,0.9388200069436564,-0.048748768009935106
2025-04-03,high,0.25,0.9552091745223782,0.893385218096671,-0.06047284101888817
2025-04-04,high,0.25,0.9406095117949935,0.8400058038938638,-0.07483281578692869
2025-04-07,high,0.25,0.9400607805040802,0.838047353468858,-0.07537253835717483
2025-04-08,high,0.25,0.936348992730098,0.8248895704108122,-0.07902338836473888
2025-04-09,high,0.25,0.9578699166980932,0.9033810106777912,-0.05785578121271462
2025-04-10,high,0.25,0.9494727501350981,0.8721171804554286,-0.06611508844598812
2025-04-11,high,0.25,0.9537384055965276,0.8878956075112742,-0.06191946379772939
2025-04-14,high,0.25,0.9556270823326227,0.8949496827460669,-0.06006179415276969
2025-04-15,high,0.25,0.9552140360633649,0.8934034057863535,-0.0604680592915835
2025-04-16,high,0.25,0.9498172744501857,0.8733836903307377,-0.06577622031156516
2025-04-17,high,0.25,0.9501321812429906,0.8745425290831269,-0.06546648345781714
2025-04-21,high,0.25,0.944483956898186,0.8539317541299198,-0.07102197885453543
2025-04-22,high,0.25,0.9503595997403453,0.8753801328186359,-0.06524279857243453
2025-04-23,high,0.25,0.954293623085867,0.8899649624262547,-0.061373361515329794
2025-04-24,high,0.25,0.9590906175471415,0.9079948637964343,-0.05665512105234116
2025-04-25,high,0.25,0.9608536262038185,0.9146896311172785,-0.05492105634835098
2025-04-28,high,0.25,0.961007495579271,0.9152756788959351,-0.05476971310225487
2025-04-29,high,0.25,0.9623985125504594,0.9205864842832095,-0.053401532961304454
2025-04-30,high,0.25,0.9627544004654818,0.9219489443258657,-0.05305148778728919
2025-05-01,high,0.25,0.9642669543160627,0.9277563948927355,-0.05156376608198543
2025-05-02,high,0.25,0.9677976030108346,0.941419068216366,-0.04809108132765594
2025-05-05,high,0.25,0.9662498704809502,0.9354113105604601,-0.049613404171123254
2025-05-06,high,0.25,0.9643860869253088,0.9282149671752623,-0.05144658931600321
2025-05-07,high,0.25,0.9654322746717503,0.9322493200835344,-0.05041757721332263
2025-05-08,mid,0.75,0.9696287050559673,0.9376561564723322,-0.04629004114907076
2025-05-09,mid,0.75,0.9691112547902276,0.9369890320147802,-0.046798996246081304
2025-05-12,mid,0.75,0.9926810378612065,0.9674962543463531,-0.02361616685423573
2025-05-13,high,0.25,0.9944749571086394,0.9745088616486699,-0.021851699029871607
2025-05-14,high,0.25,0.9947295482412648,0.9755071637267954,-0.021601287612229125
2025-05-15,high,0.25,0.9957555978199997,0.9795382832680127,-0.02059208306165039
2025-05-16,high,0.25,0.9974949200808297,0.9864002156655826,-0.0188813158853538
2025-05-19,high,0.25,0.9977133279366089,0.987264413845116,-0.01866649371057516
2025-05-20,high,0.25,0.9967440772921253,0.9834336013929346,-0.01961983181561122
2025-05-21,mid,0.75,0.984657637659696,0.9675657717380278,-0.031507843983973216
2025-05-22,high,0.25,0.984548107969211,0.9671353297488767,-0.0316155754857953
2025-05-23,high,0.25,0.9828927774782955,0.9606474979195306,-0.03324372981553392
2025-05-27,high,0.25,0.9878819260608396,0.9803014387270883,-0.028336489895192774
2025-05-28,high,0.25,0.9865031138564974,0.9748399584350668,-0.029692665639381888
2025-05-29,high,0.25,0.9874908931875268,0.9787502308826165,-0.028721103039968554
2025-05-30,high,0.25,0.9874708501754565,0.9786707708872483,-0.02874081699863862
2025-06-02,high,0.25,0.9884819578569569,0.9826853194223107,-0.027746309038746975
2025-06-03,high,0.25,0.9899122212429091,0.9883851797004368,-0.02633952680566154
2025-06-04,high,0.25,0.9899304567681978,0.988458011293343,-0.02632159065960682
2025-06-05,mid,0.75,0.9860096844270999,0.983241539389888,-0.030177994258834495
2025-06-06,mid,0.75,0.9936025957544741,0.9933499339786866,-0.02270973851121738
2025-06-09,mid,0.75,0.9942880640508623,0.9942637643425091,-0.02203552379651963
2025-06-10,mid,0.75,0.9983740213020403,0.9997153020308375,-0.018016647187805046
2025-06-11,mid,0.75,0.9963187452187264,0.9969721942558426,-0.020038181058062654
2025-06-12,mid,0.75,0.9991736441492537,1.0007830406664615,-0.01723015203895517
2025-06-13,low,1.0,0.9878865990996085,0.9894778152623817,-0.02833189357539656
2025-06-16,mid,0.75,0.99483762240894,0.9987716438559359,-0.021494987737370908
2025-06-17,mid,0.75,0.988599292772253,0.9904297185232729,-0.027630900453321172
2025-06-18,mid,0.75,0.9883699979182985,0.9901234378290206,-0.027856430890476513
2025-06-20,mid,0.75,0.9867545671916289,0.9879662969985061,-0.029445340504873352
2025-06-23,mid,0.75,0.9938555104350808,0.9974571993140413,-0.022460976022672607
2025-06-24,mid,0.75,1.0021340757408685,1.0085506391760413,-0.014318322926741511
2025-06-25,mid,0.75,1.0021316059030467,1.00854732497481,-0.014320752216339883
2025-06-26,mid,0.75,1.0081534956925517,1.016635996832917,-0.008397725976082016
2025-06-27,mid,0.75,1.0120970697301206,1.0219417905012567,-0.004518895024106184
2025-06-30,mid,0.75,1.016014720874082,1.0272195347103974,-0.0006655613801893612
2025-07-01,mid,0.75,1.015162268610679,1.0260705577275249,-0.0015040186255382837
2025-07-02,mid,0.75,1.0187729123782665,1.0309393618384275,0.0
2025-07-03,low,1.0,1.0272684140602937,1.0395363189975264,0.0
2025-07-07,mid,0.75,1.0212049239782388,1.0313631754251167,-0.005902537252254092
2025-07-08,mid,0.75,1.0206565744924752,1.0306248360581858,-0.006436331028309428
2025-07-09,mid,0.75,1.0252935612196583,1.0368725903837235,-0.0019224311909189495
2025-07-10,mid,0.75,1.0274045868672868,1.0397200550804075,0.0
2025-07-11,low,1.0,1.02401669665011,1.0362915543240017,-0.0032975229626984737
2025-07-14,low,1.0,1.0254579118900902,1.0377500453681812,-0.0018947501325961014
2025-07-15,low,1.0,1.0214008945839974,1.033644396716354,-0.005843552150760267
2025-07-16,low,1.0,1.0246628991270508,1.0369455028108063,-0.002668557037102448
2025-07-17,low,1.0,1.0301691992194983,1.042517806758626,0.0
2025-07-18,low,1.0,1.0300759831143576,1.0424234732748066,-9.048620868434831e-05
2025-07-21,low,1.0,1.0315171983543376,1.043881964318986,0.0
2025-07-22,low,1.0,1.0321748231989174,1.0445474720930108,0.0
2025-07-23,low,1.0,1.0402380562319515,1.0527073588604963,0.0
2025-07-24,low,1.0,1.0409643750357613,1.0534423840261962,0.0
2025-07-25,low,1.0,1.0451015086687232,1.0576291093569192,0.0
2025-07-28,low,1.0,1.0452863433450694,1.057816159641031,0.0
2025-07-29,low,1.0,1.0421928786322194,1.054685613658712,-0.002959442388724254
2025-07-30,low,1.0,1.0408907287213311,1.0533678549155865,-0.0042051775111418
2025-07-31,low,1.0,1.0370448255248248,1.0494758509918956,-0.007884459481093509
2025-08-01,low,1.0,1.0204602666027298,1.0326924934554624,-0.023750503295482228
2025-08-04,mid,0.75,1.0317185847252364,1.0479113863424994,-0.01297994440108563
2025-08-05,high,0.25,1.0304633080103944,1.042820773251647,-0.01418083707784712
2025-08-06,high,0.25,1.0323341415887766,1.0504144974478622,-0.012391056133809197
2025-08-07,high,0.25,1.032128263547881,1.049576812878177,-0.012588014643988066
2025-08-08,mid,0.75,1.038160126017597,1.057763213255511,-0.00681747864864235
2025-08-11,mid,0.75,1.0362097508312793,1.0551144389643357,-0.008683355112766189
2025-08-12,mid,0.75,1.0450144936512495,1.0670851721424404,-0.0002600719846295174
2025-08-13,mid,0.75,1.0475450822979893,1.070531941422705,0.0
2025-08-14,mid,0.75,1.0477831992361926,1.07085640980664,0.0
2025-08-15,mid,0.75,1.045505696648564,1.0677539941176963,-0.002173639154825824
2025-08-18,low,1.0,1.0454003481690406,1.0676464038289528,-0.002274183312816036
2025-08-19,low,1.0,1.039276285129082,1.0613920211009529,-0.008118964031215481
2025-08-20,low,1.0,1.036749108868593,1.0588110666837494,-0.010530890718273733
2025-08-21,low,1.0,1.0325977772363337,1.0545713949675064,-0.014492904649481497
2025-08-22,low,1.0,1.048279266460336,1.070586585325929,0.0
2025-08-25,high,0.25,1.0471593822896097,1.066019050190344,-0.001068307088155751
2025-08-26,mid,0.75,1.0504044213234098,1.070425967817489,0.0
2025-08-27,low,1.0,1.052915921812031,1.072985339509603,0.0
2025-08-28,low,1.0,1.0562396819495525,1.0763724531677092,0.0
2025-08-29,low,1.0,1.049481665806256,1.0694856238438184,-0.006398184293571418
2025-09-02,low,1.0,1.0422168599269412,1.0620823449671226,-0.013276174207665359
2025-09-03,mid,0.75,1.0462008608995783,1.067499043125437,-0.009504302121508101
2025-09-04,low,1.0,1.0549329621668924,1.0764089093812506,-0.0012371432402996652
2025-09-05,mid,0.75,1.0524277019035033,1.0730019105157582,-0.003609010446391503
2025-09-08,low,1.0,1.0546440924542768,1.0752616299160815,-0.0015106320303462928
2025-09-09,low,1.0,1.0574791378241415,1.0781520983945925,0.0
2025-09-10,low,1.0,1.0606340950477844,1.0813687327747417,0.0
2025-09-11,low,1.0,1.0696345197200927,1.0905451093100351,0.0
2025-09-12,low,1.0,1.0691181415531392,1.0900186363193607,-0.0004827613146671794
2025-09-15,low,1.0,1.0741500735540677,1.095148938990809,0.0
2025-09-16,low,1.0,1.0727666430865144,1.093738463447391,-0.0012879303382402618
2025-09-17,low,1.0,1.0717258790457345,1.092677353214229,-0.002256848989743321
2025-09-18,low,1.0,1.076858502014271,1.0979103152896625,0.0
2025-09-19,low,1.0,1.0821194068612248,1.103274067062457,0.0
2025-09-22,low,1.0,1.0868916037362604,1.1081395569721288,0.0
2025-09-23,low,1.0,1.0809113531026076,1.1020423967171618,-0.005502159197012246
2025-09-24,low,1.0,1.0778344115578042,1.098905303166557,-0.008333114495798322
2025-09-25,low,1.0,1.0724354728725785,1.0934008190927085,-0.01330043475723619
2025-09-26,low,1.0,1.078764811955348,1.099853892226217,-0.0074770950046684215
2025-09-29,low,1.0,1.0816079443163118,1.102752605790717,-0.004861257002801045
2025-09-30,low,1.0,1.08603263842676,1.1072637995053751,-0.0007902952847805844
2025-10-01,low,1.0,1.089725063421596,1.1110284087671125,0.0
2025-10-02,low,1.0,1.0903989000623053,1.111715418432051,0.0
2025-10-03,low,1.0,1.0904703351503484,1.111788250024957,0.0
2025-10-06,low,1.0,1.094446835528601,1.1158424881406153,0.0
2025-10-07,low,1.0,1.0902754545217022,1.1115895596194483,-0.0038114057910214605
2025-10-08,low,1.0,1.096629213146222,1.1180675296792777,0.0
2025-10-09,low,1.0,1.0936073741388106,1.1149866158812476,-0.002755570407195207
2025-10-10,low,1.0,1.063957848389567,1.0847574631163752,-0.029792535494217787
2025-10-13,high,0.25,1.068082879140647,1.1016782387526312,-0.02603098081226185
2025-10-14,high,0.25,1.0676649262492548,1.0999548541124988,-0.02641210588752141
2025-10-15,high,0.25,1.0687379127212209,1.1043832736305574,-0.02543366535438285
2025-10-16,high,0.25,1.0670521659255974,1.09743185779975,-0.026970872986110228
2025-10-17,high,0.25,1.0684554275019031,1.1032161089580026,-0.0256912594581431
2025-10-20,high,0.25,1.071294800603072,1.1149899300824786,-0.023102077018781753
2025-10-21,high,0.25,1.0713035573801752,1.11502638629602,-0.023094091842937203
2025-10-22,mid,0.75,1.0670120961142344,1.109074889226865,-0.027007412055909397
2025-10-23,mid,0.75,1.0716721318535436,1.1155379049640666,-0.0227579942185534
2025-10-24,mid,0.75,1.0780174828341311,1.124353356901884,-0.016971762277510405
2025-10-27,mid,0.75,1.0879389624745268,1.1381717168491963,-0.00792451137314043
2025-10-28,mid,0.75,1.0898052865269834,1.1407757898408408,-0.006222638005111025
2025-10-29,mid,0.75,1.0897696674733046,1.1407260768223755,-0.006255118494643663
2025-10-30,mid,0.75,1.0816641297394933,1.129427398986581,-0.013646438766476088
2025-10-31,mid,0.75,1.0837872195118075,1.1323841514897124,-0.01171042452678328
2025-11-03,mid,0.75,1.0851855837362125,1.1343326593110252,-0.01043527682175982
2025-11-04,mid,0.75,1.0756190211616856,1.1210191896292978,-0.01915888409014599
2025-11-05,mid,0.75,1.0785650526594714,1.125114895677432,-0.01647244143252824
2025-11-06,mid,0.75,1.0695100558287625,1.1125381486791082,-0.024729559446674765
2025-11-07,mid,0.75,1.0705220606348194,1.1139419958200638,-0.02380672719496635
2025-11-10,mid,0.75,1.0828637548570077,1.1310978372411935,-0.012552518320865569
2025-11-11,high,0.25,1.08342514860088,1.1334452617228747,-0.012040591648529775
2025-11-12,mid,0.75,1.0839366344249717,1.134158784997661,-0.011574175271909293
2025-11-13,mid,0.75,1.0704486474311539,1.1153806824910337,-0.023873671612263836
2025-11-14,high,0.25,1.0703143542985722,1.1148210674880492,-0.02399613153852853
2025-11-17,mid,0.75,1.0629510197996956,1.1046067801282107,-0.030710647630755594
2025-11-18,high,0.25,1.0607501468165892,1.0954866641796681,-0.032717591232770515
2025-11-19,high,0.25,1.0617442190329385,1.0995989412339575,-0.03181111144504234
2025-11-20,mid,0.75,1.0493235839896817,1.0824811727098966,-0.0431373052891969
2025-11-21,high,0.25,1.0518910313841625,1.0931144236058423,-0.04079608788982192
2025-11-24,high,0.25,1.0559351066299274,1.1100218616029978,-0.03710835533875989
2025-11-25,high,0.25,1.0583191614606333,1.1200805431733307,-0.034934370912550694
2025-11-26,high,0.25,1.0601418237875406,1.1278166163541272,-0.03327231202787251
2025-11-28,high,0.25,1.061558187583698,1.1338558185046397,-0.0319807507789307
2025-12-01,high,0.25,1.0601426026197138,1.1278199305553585,-0.0332716018223046
2025-12-02,mid,0.75,1.0620957679652319,1.1305912494579051,-0.03149053916037303
2025-12-03,mid,0.75,1.0644685027468448,1.1339601754263289,-0.029326877319917788
2025-12-04,mid,0.75,1.065330862758596,1.1351852173691621,-0.028540503948304763
2025-12-05,mid,0.75,1.0668778616480052,1.1373836644637998,-0.027129818485192803
2025-12-08,low,1.0,1.0631680546004878,1.1334286907167195,-0.030512736798005258
2025-12-09,low,1.0,1.062236337777468,1.132435400357529,-0.03136235562253642
