date,spx_adj_close,vix_close,log_return,sq_return,cond_vol,realized_vol,regime,realized_window
2025-02-03,5994.56982421875,18.6200008392334,-0.0076376907294952,5.8334319679416965e-05,0.009934330509181811,12.78145466795566,high,10
2025-02-04,6037.8798828125,17.209999084472656,0.0071989074030291,5.182426779738738e-05,0.009455182706644426,12.50764515459303,mid,10
2025-02-05,6061.47998046875,15.770000457763672,0.0039010539156136,1.5218221652524308e-05,0.00874032714704864,12.241184929616743,mid,10
2025-02-06,6083.56982421875,15.5,0.0036376743552662,1.3232674714961844e-05,0.009345506680461567,12.051125363549696,mid,10
2025-02-07,6025.990234375,16.540000915527344,-0.0095098456936602,9.043716511722744e-05,0.008371728392913523,12.84053920140669,mid,10
2025-02-10,6066.43994140625,15.8100004196167,0.0066901122954551,4.475760252580047e-05,0.008678441834253809,10.911698776927317,mid,10
2025-02-11,6068.5,16.020000457763672,0.0003395251436738,1.1527732318675205e-07,0.00854856235838262,9.888121102409485,mid,10
2025-02-12,6051.97021484375,15.890000343322754,-0.0027275831896475,7.439710056448042e-06,0.007555698657203759,9.673529595815356,low,10
2025-02-13,6115.06982421875,15.100000381469728,0.0103723132142357,0.0001075848814142,0.007460201923715401,10.706015051220827,low,10
2025-02-14,6114.6298828125,14.770000457763672,-7.19463955744955e-05,5.176283836161786e-09,0.008131952828896994,10.234421898175361,mid,10
2025-02-18,6129.580078125,15.350000381469728,0.0024420036555518,5.963381853728398e-06,0.007807303910658088,8.963955438760662,low,10
2025-02-19,6144.14990234375,15.270000457763672,0.0023741488668242,5.63658284184284e-06,0.007001080212826915,8.531459682325728,low,10
2025-02-20,6117.52001953125,15.65999984741211,-0.0043436048842902,1.8866903390830196e-05,0.007597129434605912,8.942016446146994,low,10
2025-02-21,6013.1298828125,18.209999084472656,-0.0172113966725391,0.0002962321754194,0.007380337513783504,12.560775470443097,low,10
2025-02-24,5983.25,18.979999542236328,-0.0049814935662523,2.4815278150613564e-05,0.009329417041936384,11.907062475622222,mid,10
2025-02-25,5955.25,19.43000030517578,-0.0046907151383955,2.200280850957325e-05,0.009310149874600214,11.28023515247908,mid,10
2025-02-26,5956.06005859375,19.100000381469727,0.0001360150295834,1.8500088272591053e-08,0.008858628667657431,11.269632895106895,mid,10
2025-02-27,5861.56982421875,21.1299991607666,-0.0159917426785246,0.0002557358338961,0.008686753528546557,13.330767887309062,mid,10
2025-02-28,5954.5,19.6299991607666,0.0157297804206633,0.0002474259920822,0.009976324947647065,15.021708321986651,high,10
2025-03-03,5849.72021484375,22.780000686645508,-0.0177534026483088,0.0003151833055929,0.010489867080927459,16.69732575958874,high,10
2025-03-04,5778.14990234375,23.510000228881836,-0.0123102882315054,0.0001515431963427,0.011215063205854112,16.639706462559197,high,10
2025-03-05,5842.6298828125,21.93000030517578,0.0110974725287356,0.000123153896526,0.011686891711635321,18.343846401979068,high,10
2025-03-06,5738.52001953125,24.8700008392334,-0.0179796771074555,0.0003232687888883,0.011328016817579277,19.44474108084617,high,10
2025-03-07,5770.2001953125,23.3700008392334,0.0055054350454544,3.030981503971823e-05,0.011671297324217183,19.249691396096658,high,10
2025-03-10,5614.56005859375,27.86000061035156,-0.0273435417884281,0.0007476692775355,0.010822248949048268,22.523453312537452,high,10
2025-03-11,5572.06982421875,26.920000076293945,-0.0075966469185365,5.7709044404911286e-05,0.01277354654771535,22.51038373932498,high,10
2025-03-12,5599.2998046875,24.229999542236328,0.0048749679404907,2.376531242081289e-05,0.012265083163298917,23.03013851112352,high,10
2025-03-13,5521.52001953125,24.65999984741211,-0.0139883668064641,0.0001956744059121,0.012265886694306397,22.812000235737774,high,10
2025-03-14,5638.93994140625,21.770000457763672,0.0210429059531969,0.000442803890955,0.012745330541877493,24.332790820005457,high,10
2025-03-17,5675.1201171875,20.510000228881836,0.006395634974606,4.090414672840394e-05,0.013072405467316908,23.92894494214756,high,10
2025-03-18,5614.66015625,21.700000762939453,-0.0107106670743197,0.0001147183891769,0.012615233891747403,23.76817703712657,high,10
2025-03-19,5675.2900390625,19.899999618530273,0.0107406081729537,0.0001153606639249,0.012612683263972664,23.710060452479294,high,10
2025-03-20,5662.89013671875,19.799999237060547,-0.0021872835137829,4.784209169666841e-06,0.012179753737529747,22.17447689456942,high,10
2025-03-21,5667.56005859375,19.280000686645508,0.0008243136078323,6.794929240575376e-07,0.011734860694467329,21.89336743706139,high,10
2025-03-24,5767.56982421875,17.479999542236328,0.0174921171286391,0.000305974161642,0.011020406785427426,18.558616887706123,high,10
2025-03-25,5776.64990234375,17.149999618530273,0.0015730954906538,2.4746294227153843e-06,0.011887183660388254,17.686021137066067,high,10
2025-03-26,5712.2001953125,18.329999923706055,-0.011219640357598,0.0001258803297538,0.011329658801567357,19.147661133583167,high,10
2025-03-27,5693.31005859375,18.690000534057617,-0.0033124610071321,1.0972397923770682e-05,0.01154793828375688,17.31445466854465,high,10
2025-03-28,5580.93994140625,21.649999618530273,-0.0199346011268535,0.0003973883220867,0.011127813518687128,17.617187559750395,high,10
2025-03-31,5611.85009765625,22.280000686645508,0.0055232403576457,3.050618404832644e-05,0.012352036689104683,17.519345338661715,high,10
2025-04-01,5633.06982421875,21.770000457763672,0.003774104555212,1.4243865193672473e-05,0.011586490844987583,16.79327098777833,high,10
2025-04-02,5670.97021484375,21.510000228881836,0.0067056614294841,4.496589520687086e-05,0.010895820952101103,16.204543244000867,high,10
2025-04-03,5396.52001953125,30.020000457763672,-0.0496059118289966,0.0024607464883861,0.01098226125266808,29.753586790057263,high,10
2025-04-04,5074.080078125,45.310001373291016,-0.0616090618982309,0.00379567650798,0.019280252636506182,40.86909131509523,high,10
2025-04-07,5062.25,46.97999954223633,-0.0023341946059635,5.4484644585095115e-06,0.027446862235624394,38.10928929118712,high,10
2025-04-08,4982.77001953125,52.33000183105469,-0.0158250832770548,0.0002504332607257,0.02604758982933107,37.23148713222717,high,10
2025-04-09,5456.89990234375,33.619998931884766,0.0908948798330364,0.0082618791798621,0.0245459615587233,64.94378543973332,high,10
2025-04-10,5268.0498046875,40.720001220703125,-0.0352206070241116,0.0012404911591469,0.03532636997990609,66.72144855666038,high,10
2025-04-11,5363.35986328125,37.560001373291016,0.017930380835778,0.000321498556916,0.03512834722060635,67.49052071719174,high,10
2025-04-14,5405.97021484375,30.88999938964844,0.0079133193263429,6.26206227606735e-05,0.03283044488751889,67.59530321426439,high,10
2025-04-15,5396.6298828125,30.1200008392334,-0.0017292752253009,2.9903928048395095e-06,0.03144061516828024,67.48041910808448,high,10
2025-04-16,5275.7001953125,32.63999938964844,-0.0226632539649025,0.0005136230802776,0.029045590330821113,67.75069913448624,high,10
2025-04-17,5282.7001953125,29.649999618530273,0.0013259586237727,1.758166271957391e-06,0.029825541458109256,63.52223153040131,high,10
2025-04-21,5158.2001953125,33.81999969482422,-0.023849648334018,0.0005688057256563,0.028329460150735876,56.00628241400777,high,10
2025-04-22,5287.759765625,30.56999969482422,0.0248069521254506,0.0006153848737543,0.027720189759527697,57.11277356126736,high,10
2025-04-23,5375.85986328125,28.450000762939453,0.0165238643668794,0.000273038093615,0.02809890943583926,56.21337928531105,high,10
2025-04-24,5484.77001953125,26.469999313354492,0.0200566280825831,0.000402268330043,0.025182507102677977,33.46591492836494,high,10
2025-04-25,5525.2099609375,24.84000015258789,0.0073460847957005,5.396496182562224e-05,0.024243569851852314,26.923275635283034,high,10
2025-04-28,5528.75,25.149999618530273,0.0006405015390019,4.102422214638451e-07,0.024008863246504628,25.937129749914956,high,10
2025-04-29,5560.830078125,24.170000076293945,0.0057856415455563,3.347364809366824e-05,0.021971498667459788,25.846963252080297,high,10
2025-04-30,5569.06005859375,24.700000762939453,0.0014788972519335,2.1871370817765195e-06,0.021602638641669877,25.738653007373074,high,10
2025-05-01,5604.14013671875,24.600000381469727,0.0062793457164519,3.943018262672375e-05,0.019957669479093294,21.337127996684842,high,10
2025-05-02,5686.669921875,22.68000030517578,0.0146191911091127,0.0002137207486847,0.01853219595635689,21.557271217085987,high,10
2025-05-05,5650.3798828125,23.63999938964844,-0.0064020470293184,4.0986206165605153e-05,0.016843418926743306,15.375476082787278,high,10
2025-05-06,5606.91015625,24.760000228881836,-0.0077229852783917,5.964450161025643e-05,0.017603352825976915,14.737267220712008,high,10
2025-05-07,5631.27978515625,23.549999237060547,0.0043369381067101,1.8809032141434468e-05,0.01728721090393135,13.484822134496277,high,10
2025-05-08,5663.93994140625,22.479999542236328,0.0057830211474656,3.3443333592034826e-05,0.01632402560648319,10.486558522658095,high,10
2025-05-09,5659.91015625,21.899999618530273,-0.0007117341348763,5.065654787482052e-07,0.01505523171762061,10.377206642330892,high,10
2025-05-12,5844.18994140625,18.38999938964844,0.0320399766770208,0.001026560105464,0.011077719822536539,18.029114064711045,high,10
2025-05-13,5886.5498046875,18.219999313354492,0.0072220590202459,5.215813649191629e-05,0.01589113327939994,18.048810469631547,high,10
2025-05-14,5892.580078125,18.6200008392334,0.001023891242276,1.0483532760096008e-06,0.01639226280536518,18.079969901784665,high,10
2025-05-15,5916.93017578125,17.829999923706055,0.0041238174387576,1.7005870268201928e-05,0.01524436242145078,18.091229782360134,high,10
2025-05-16,5958.3798828125,17.239999771118164,0.0069808493681001,4.873225790010481e-05,0.01443910555988469,17.398104368644095,high,10
2025-05-19,5963.60009765625,18.13999938964844,0.0008757295660482,7.66902272851098e-07,0.014012446978053532,16.459873137768316,high,10
2025-05-20,5940.4599609375,18.09000015258789,-0.0038877770695725,1.5114810542694343e-05,0.012077298406969137,15.699044443368033,high,10
2025-05-21,5844.60986328125,20.8700008392334,-0.0162667192677588,0.000264606155736,0.010655078451435734,19.23724373301196,high,10
2025-05-22,5842.009765625,20.280000686645508,-0.0004449700224211,1.979983208534959e-07,0.013196726389574013,19.30401652526641,high,10
2025-05-23,5802.81982421875,22.290000915527344,-0.0067308995914731,4.530500931049327e-05,0.01119738052660973,19.864750507789502,high,10
