cost_bps,net_annual_return,net_annual_vol,net_sharpe,net_max_drawdown
0,0.1825423412367466,0.09505064795493143,1.9204744540331764,-0.09034286673012004
1,0.1805566013264327,0.09504133713348921,1.8997691612107057,-0.09042473218811342
3,0.1765851215058049,0.0950244586906248,1.8583123117882803,-0.09058844100208419
5,0.1726136416851771,0.09500990552894588,1.8167962669175408,-0.09075212035112068
10,0.1626849421336076,0.09498370232380816,1.712766907937529,-0.09116118984942234
