date,regime,trend_score,trend_state,exposure,turnover,cost_rate,strategy_equity,strategy_equity_net,benchmark_equity,regime_equity,drawdown,drawdown_net,regime_drawdown,strategy_return,strategy_return_net,benchmark_return,regime_return
2010-01-19,mid,0.0,neutral,0.7,0.0,0.0,1.0087334215755057,1.0087334215755057,1.0124996265993635,1.0093601481422176,0.0,0.0,0.0,0.008733421575505718,0.008733421575505718,0.012499626599363545,0.00936014814221764
2010-01-20,mid,0.0,neutral,0.7,0.0,0.0,1.0012382011629806,1.0012382011629806,1.001769328022842,1.0013267027468755,-0.007430328223703153,-0.007430328223703153,-0.007958948458712256,-0.007430328223703042,-0.007430328223703042,-0.010597829662970737,-0.007958948458712256
2010-01-21,mid,0.0,neutral,0.7,0.0,0.0,0.9879223031461047,0.9879223031461047,0.982790904884596,0.9870652132919921,-0.020630939735194698,-0.020630939735194698,-0.02208818615561603,-0.013299430646382504,-0.013299430646382504,-0.01894490338978838,-0.014242593766610523
2010-01-22,high,0.0,neutral,0.5,0.19999999999999996,9.999999999999998e-05,0.9769242974084523,0.9768266098631702,0.9610309425018895,0.9815556043918948,-0.03153372683674127,-0.03163056862188762,-0.027546702533777112,-0.011132460217396112,-0.011231342027201552,-0.022140988764300373,-0.0055818084012120295
2010-01-25,high,0.0,neutral,0.5,0.0,0.0,0.9791677183340394,0.9790698064578813,0.9654498569687517,0.9826819862612797,-0.029309729021656405,-0.029406793195464687,-0.02643076599570582,0.0022964122517357133,0.0022964122517357133,0.004598098012701168,0.0011475476930138395
2010-01-26,high,0.0,neutral,0.5,0.0,0.0,0.9771077327538907,0.9770100268659913,0.9613918785415304,0.9816477525453489,-0.03135187963953834,-0.031448739608495146,-0.02745540890223863,-0.002103812800991256,-0.002103812800991256,-0.004203199573680871,-0.001052460236770636
2010-01-27,high,0.0,neutral,0.5,0.0,0.0,0.9794890482255133,0.9793911042179727,0.9660836172431794,0.9828432146129028,-0.028991181143097844,-0.029088277170101318,-0.026271032770731728,0.002437106361763197,0.002437106361763197,0.004880152210944955,0.001217811648276168
2010-01-28,high,0.0,neutral,0.5,0.0,0.0,0.9736841732052928,0.9735868096562308,0.9546666913093178,0.9799265101494756,-0.03474579866251559,-0.034842319256539245,-0.029160689617988456,-0.005926431776584806,-0.005926431776584806,-0.011817740959567113,-0.0029676192703593784
2010-01-29,high,0.0,neutral,0.5,0.0,0.0,0.9688871007852425,0.968790216919438,0.9452831064525995,0.9775096162889303,-0.03950133894446428,-0.03959738400823665,-0.03155517078013237,-0.004926723214837447,-0.004926723214837447,-0.009829173828039162,-0.002466403179741228
2010-02-01,high,0.0,neutral,0.5,0.0,0.0,0.9757737507834244,0.9756761782870522,0.9587686181855459,0.9809774335985582,-0.03267431224852524,-0.03277103998083308,-0.028119511748011305,0.007107794079001195,0.007107794079001195,0.014266108894671836,0.0035476042913964445
2010-02-02,high,0.0,neutral,0.5,0.0,0.0,0.9820826865912482,0.9819844832328388,0.971206673974932,0.9841436143494301,-0.026419998003667455,-0.026517351136129408,-0.02498269209379822,0.006465572375520923,0.006465572375520923,0.01297294837718499,0.003227577559309802
2010-02-03,high,0.0,neutral,0.5,0.0,0.0,0.9793908843568253,0.9792929501651809,0.9658899861793411,0.9827939633681636,-0.029088495127732927,-0.029185581423824325,-0.02631982729152771,-0.002740912014003505,-0.002740912014003505,-0.00547431142933863,-0.0013713963710050292
2010-02-04,high,0.0,neutral,0.5,0.0,0.0,0.9640208315077111,0.9639244342445038,0.9358115172444474,0.9750517381280416,-0.04432547699069944,-0.044421039664787054,-0.033990256180930656,-0.015693481626805172,-0.015693481626805172,-0.031140677888039425,-0.007877770447010435
2010-02-05,high,0.0,neutral,0.5,0.0,0.0,0.9654162630519496,0.9653197262525649,0.9385226744984452,0.9757571823915849,-0.042942126826630345,-0.04303782782881771,-0.033291353747699315,0.0014475118157519784,0.0014475118157519784,0.002897118921960873,0.0007234941859575184
2010-02-08,high,0.0,neutral,0.5,0.0,0.0,0.9611283582754009,0.9610322502450549,0.9302042753996786,0.9735878539080014,-0.04719290774142504,-0.04728818368677423,-0.03544056529283135,-0.0044415087466970204,-0.0044415087466970204,-0.008863290493447029,-0.0022232257396933575
2010-02-09,high,0.0,neutral,0.5,0.0,0.0,0.9673746814930856,0.9672779488616485,0.9423342622323364,0.9767463788623697,-0.04100066399884261,-0.04109655913760579,-0.032311330440255026,0.006498947995762894,0.006498947995762894,0.013040132316577413,0.0032442115436115415
2010-02-10,high,0.0,neutral,0.5,0.0,0.0,0.9662942105494109,0.966197585959666,0.9402304317113098,0.9762007573217409,-0.042071780431157446,-0.04216756846363279,-0.03285189224233631,-0.0011169105046320293,-0.0011169105046320293,-0.0022325735201887964,-0.0005586112755946449
2010-02-11,high,0.0,neutral,0.5,0.0,0.0,0.9709600213585552,0.9708629302110576,0.9493322736993357,0.9785547417428236,-0.03744636532212209,-0.03754261587298202,-0.030519737138515968,0.004828561278962251,0.004828561278962251,0.009680437561949251,0.0024113732789359243
2010-02-12,high,0.0,neutral,0.5,0.0,0.0,0.9696266608958001,0.9695297030776823,0.9467267431577425,0.9778826160005398,-0.03876818180429287,-0.038864300180113553,-0.031185630024737843,-0.0013732393027773293,-0.0013732393027773293,-0.002744592819371894,-0.0006868555366527085
2010-02-16,high,0.0,neutral,0.5,0.0,0.0,0.9783147401965133,0.9782169136139043,0.9637685332973438,0.9822538732526382,-0.030155322237150117,-0.030252301855864694,-0.026854908963336754,0.00896023144896474,0.00896023144896474,0.01800074864554846,0.004470124716989599
2010-02-17,high,0.0,neutral,0.5,0.0,0.0,0.980385577586804,0.9802875439308099,0.9678529452660214,0.9832929114543004,-0.0281024137620286,-0.028199598661326375,-0.02582550612474188,0.002116739434872228,0.002116739434872228,0.0042379594555796984,0.001057810236188228
2010-02-18,high,0.0,neutral,0.5,0.0,0.0,0.9836080747270236,0.9835097188374273,0.9742260076390785,0.9849076124032706,-0.024907816387445214,-0.025005320730508096,-0.024225778859957248,0.00328696914141835,0.00328696914141835,0.006584742448973557,0.0016421362649527982
2010-02-19,high,0.0,neutral,0.5,0.0,0.0,0.9846828770498358,0.9845844136853811,0.9763562717015614,0.9854455766560445,-0.02384231949815463,-0.023939930385579067,-0.023692803337034052,0.0010927140091956389,0.0010927140091956389,0.002186622042297248,0.0005462078330993325
2010-02-22,high,0.0,neutral,0.5,0.0,0.0,0.9841678231958501,0.9840694113342056,0.9753351418460368,0.9851878165472662,-0.024352914114105118,-0.024450473944620854,-0.023948173146564167,-0.0005230657158666885,-0.0005230657158666885,-0.0010458578339902491,-0.0002615670665985226
2010-02-23,high,0.0,neutral,0.5,0.0,0.0,0.9781940955638404,0.9780962810450915,0.9635308463310781,0.9821933061843322,-0.030274922351603117,-0.030371890010904123,-0.02691491437212723,-0.006069826193475181,-0.006069826193475181,-0.012102809596931441,-0.0030395324755726483
