regime,avg_log_return,avg_cond_vol,avg_realized_vol,avg_vix,min_drawdown,obs
high,0.00040772254466135243,0.015477342948489299,24.644883349344127,23.612650698926075,-0.1890220618428401,83
low,5.847082819891883e-05,0.006975435861192075,7.885055185003907,16.059749960899353,-0.02979253549421801,80
mid,0.0010344226922331732,0.008692662525672952,11.752264120749766,17.110625100135803,-0.05110085404168474,80
