date,cond_vol
2010-01-05,0.00982987573271574
2010-01-06,0.009385654213646786
2010-01-07,0.008937851171851089
2010-01-08,0.008590585897807446
2010-01-11,0.008250924018808753
2010-01-12,0.007901676756301091
2010-01-13,0.008189317015314264
2010-01-14,0.008115956355154646
2010-01-15,0.007841615451617254
2010-01-19,0.008362675715833
2010-01-20,0.00867285039745074
2010-01-21,0.008766408840616946
2010-01-22,0.010780910279437372
2010-01-25,0.012780994331335553
2010-01-26,0.012122549481961137
2010-01-27,0.011508677680810013
2010-01-28,0.010965807322325018
2010-01-29,0.011025372670150954
2010-02-01,0.01111410146164217
2010-02-02,0.011356489305998559
2010-02-03,0.011705538766658776
2010-02-04,0.011221050689504812
2010-02-05,0.015010976783036157
2010-02-08,0.014166024533470545
2010-02-09,0.01356335113570778
2010-02-10,0.013309376470158268
2010-02-11,0.01258134467445001
2010-02-12,0.012175319807775427
2010-02-16,0.011542010311149521
2010-02-17,0.012113568695670499
2010-02-18,0.01161416077930486
2010-02-19,0.011135749358235116
2010-02-22,0.01058007225522815
2010-02-23,0.010056842772297863
2010-02-24,0.010390884468855754
2010-02-25,0.010184275258142339
2010-02-26,0.009678828289697553
2010-03-01,0.009208081081759741
2010-03-02,0.009316973639771079
2010-03-03,0.008919221844318115
2010-03-04,0.00850724305758868
2010-03-05,0.008187700533269197
2010-03-08,0.00896825236015871
2010-03-09,0.008553632122808493
2010-03-10,0.008169885419572968
2010-03-11,0.00793006716832346
2010-03-12,0.00769695501510822
2010-03-15,0.007383218014132447
2010-03-16,0.007094237149688011
2010-03-17,0.0072133504053230315
2010-03-18,0.0072045058816887315
2010-03-19,0.006933161971257783
2010-03-22,0.006943016095858669
2010-03-23,0.006815026844503592
2010-03-24,0.006993271166822834
2010-03-25,0.006960147519912192
2010-03-26,0.0067828967367860905
2010-03-29,0.0065463628443739675
2010-03-30,0.006554586856108849
2010-03-31,0.006337056534451951
2010-04-01,0.006274117777016672
2010-04-05,0.006426768867255217
2010-04-06,0.006766993461605878
2010-04-07,0.006549964001030188
2010-04-08,0.006675096331391814
2010-04-09,0.00648301404185705
2010-04-12,0.006642896310024652
2010-04-13,0.006442510892118613
2010-04-14,0.006234949667707575
2010-04-15,0.006911098439157112
2010-04-16,0.006679158887938099
2010-04-19,0.008463350783635717
2010-04-20,0.008117353951557311
2010-04-21,0.008278622414431893
2010-04-22,0.007921084733661175
2010-04-23,0.00759632538308076
2010-04-26,0.007611917155255288
2010-04-27,0.007420536275986593
2010-04-28,0.010651289754842684
2010-04-29,0.010176836849234547
2010-04-30,0.010709101152306309
2010-05-03,0.011392385938228654
2010-05-04,0.01124762206331391
2010-05-05,0.01275758739393339
2010-05-06,0.01251099453193382
2010-05-07,0.015686549037845762
2010-05-10,0.015967393030056783
2010-05-11,0.020282839872267987
2010-05-12,0.019096092876370346
2010-05-13,0.018262309861205885
2010-05-14,0.017549246228192112
2010-05-17,0.017889441154488817
2010-05-18,0.016852779335928714
2010-05-19,0.016443924034852397
2010-05-20,0.01566829821500909
2010-05-21,0.01942719914720369
2010-05-24,0.018588938368619426
2010-05-25,0.017754958980759544
2010-05-26,0.01674365661105331
2010-05-27,0.015870115580733667
2010-05-28,0.017934894768619144
2010-06-01,0.017137973122569285
2010-06-02,0.017477410897377504
2010-06-03,0.01812852304754541
2010-06-04,0.017233824910326725
2010-06-07,0.019949900749859657
2010-06-08,0.019628635456942184
2010-06-09,0.018812262565089978
2010-06-10,0.017768706452444882
2010-06-11,0.01883335034680091
2010-06-14,0.01788654056104747
2010-06-15,0.016887799895637545
2010-06-16,0.017407181118393584
2010-06-17,0.016408672207357165
2010-06-18,0.015470378064012412
2010-06-21,0.014596794327617285
2010-06-22,0.013844535994777578
2010-06-23,0.014158896204545447
2010-06-24,0.013461493366721972
2010-06-25,0.01377580521234802
2010-06-28,0.013015689041436296
2010-06-29,0.012310905228475114
2010-06-30,0.015508173459480787
2010-07-01,0.015271657176702234
2010-07-02,0.014435616999125444
2010-07-06,0.01371436074570303
2010-07-07,0.013036969789856967
2010-07-08,0.015797099650529594
2010-07-09,0.01536305879382819
2010-07-12,0.014608146801128638
2010-07-13,0.013789837209517724
2010-07-14,0.013802161819824004
2010-07-15,0.013041535994688493
2010-07-16,0.012329922601657167
2010-07-19,0.014952685611286475
2010-07-20,0.014129108018517219
2010-07-21,0.013994357512348319
2010-07-22,0.013798144766601081
2010-07-23,0.014447989024938372
2010-07-26,0.014068800298724189
2010-07-27,0.013669039359115669
2010-07-28,0.012916699458556209
2010-07-29,0.012487032890964563
2010-07-30,0.01193245390884646
2010-08-02,0.011298847071304824
2010-08-03,0.012699656807083275
2010-08-04,0.01204776200291987
2010-08-05,0.011464910137046253
2010-08-06,0.010866593221624454
2010-08-09,0.010414474365786717
2010-08-10,0.009999502454239494
2010-08-11,0.009670427520702123
2010-08-12,0.013222145204556892
2010-08-13,0.01278610841681396
2010-08-16,0.012136628878162747
2010-08-17,0.01148872100528198
2010-08-18,0.011519638614719016
2010-08-19,0.010938782562894841
2010-08-20,0.01185630321333351
2010-08-23,0.011389271518451446
2010-08-24,0.010861572916258286
2010-08-25,0.011381528291288806
2010-08-26,0.010796839095611206
2010-08-27,0.010474620518575069
2010-08-30,0.011012192601081367
2010-08-31,0.011230043581044543
2010-09-01,0.010679461978409547
2010-09-02,0.013791493093258552
2010-09-03,0.01353923132422638
2010-09-07,0.013327582874601536
2010-09-08,0.013081550753671789
2010-09-09,0.01242828122939742
2010-09-10,0.011899313946831615
2010-09-13,0.011356765112039303
