trend_window,trend_threshold,rebalance,state_confirm,matrix_name,sizing_mode,train_excess_return,train_max_drawdown,train_benchmark_drawdown,train_pass_dd,train_sharpe,holdout_excess_return,holdout_max_drawdown,holdout_benchmark_drawdown,holdout_pass_dd,holdout_sharpe
252,0.25,daily,1,aggressive,matrix,0.018005476617548047,-0.08858430898143954,-0.19778210435681942,True,1.2655409880218254,0.0067506201591787385,-0.10734215776335665,-0.3392496000265326,True,1.5487777482015517
63,0.35,daily,1,aggressive,matrix,0.01768378638357182,-0.08858430898143954,-0.19778210435681942,True,1.1937118898986567,-0.009021629965457495,-0.12266023200438869,-0.3392496000265326,True,1.3656326500698608
252,0.15,daily,1,aggressive,matrix,0.016592966768250034,-0.08858430898143954,-0.19778210435681942,True,1.2462253666775716,0.010565993487046454,-0.10734215776335665,-0.3392496000265326,True,1.575628334849822
126,0.15,daily,1,default,matrix,0.01524404351248726,-0.07298831578817433,-0.19778210435681942,True,1.3995189231466414,-0.02628949264284028,-0.08563366689385599,-0.3392496000265326,True,1.3479237842470693
126,0.35,daily,1,default,matrix,0.013758198380221062,-0.07298831578817433,-0.19778210435681942,True,1.38640879853427,-0.025567624651060356,-0.08563366689385599,-0.3392496000265326,True,1.3912220340147037
63,0.15,daily,1,aggressive,matrix,0.013618142333409092,-0.0958287550791308,-0.19778210435681942,True,1.1353450540585228,-0.004811987535065537,-0.1271774317701322,-0.3392496000265326,True,1.3835835132675534
126,0.25,daily,1,default,matrix,0.013444698164628996,-0.07298831578817433,-0.19778210435681942,True,1.3785538634113097,-0.027209598958298192,-0.0856336668938561,-0.3392496000265326,True,1.35707819651263
252,0.5,daily,1,default,matrix,0.012243237043299104,-0.07298831578817433,-0.19778210435681942,True,1.4089268278231146,-0.010132762156855518,-0.08395182553485903,-0.3392496000265326,True,1.6151009968581198
126,0.5,daily,1,default,matrix,0.011918566747544324,-0.07298831578817433,-0.19778210435681942,True,1.3627264540509663,-0.023311251975729946,-0.0771601911615385,-0.3392496000265326,True,1.4397063236076384
63,0.5,daily,1,default,matrix,0.011671444017380836,-0.07298831578817433,-0.19778210435681942,True,1.310188599557972,-0.02434078832787394,-0.106612549638325,-0.3392496000265326,True,1.4422174569307222
63,0.25,daily,1,aggressive,matrix,0.010446529326963813,-0.09436677266099369,-0.19778210435681942,True,1.1040933704299019,-0.007452400555490318,-0.1263301236350135,-0.3392496000265326,True,1.375369253388229
252,0.35,daily,1,default,matrix,0.009739409172231345,-0.07298831578817433,-0.19778210435681942,True,1.3720359129661621,-0.012204646288286825,-0.07919219239714659,-0.3392496000265326,True,1.5875026142513986
252,0.25,daily,1,default,matrix,0.009156550621092246,-0.07298831578817433,-0.19778210435681942,True,1.3570168228108197,-0.007632916688045915,-0.07746542018942881,-0.3392496000265326,True,1.6468869298666662
63,0.35,daily,1,default,matrix,0.008834860387116047,-0.07298831578817433,-0.19778210435681942,True,1.271037096653579,-0.023405166812682204,-0.10646673972818521,-0.3392496000265326,True,1.444290949646282
252,0.15,daily,1,default,matrix,0.007744040771794233,-0.07298831578817433,-0.19778210435681942,True,1.3332201076048549,-0.003817543360178255,-0.08144202767346576,-0.3392496000265326,True,1.6754023436814216
63,0.15,daily,1,default,matrix,0.0047692163369532775,-0.08238049107809953,-0.19778210435681942,True,1.2003140633979357,-0.019195524382290247,-0.11106731567518158,-0.3392496000265326,True,1.4598307018598908
63,0.25,daily,1,default,matrix,0.001597603330507999,-0.08089676374644683,-0.19778210435681942,True,1.1650930501258776,-0.021835937402715028,-0.11020436835642822,-0.3392496000265326,True,1.4528028668688253
21,0.35,weekly,1,aggressive,matrix,-0.009187633661430411,-0.11768933282478511,-0.19778210435681942,True,0.8580679209013048,-0.016491535575575617,-0.12587569096995666,-0.3392496000265326,True,1.2140126388600923
42,0.15,weekly,1,aggressive,matrix,-0.009956717032940807,-0.1273181240982324,-0.19778210435681942,True,0.8176384611319415,-0.0450810885075322,-0.15885281015262298,-0.3392496000265326,True,0.9253790479002703
21,0.5,weekly,1,aggressive,matrix,-0.010232797240872019,-0.11650609644406229,-0.19778210435681942,True,0.8540495816958018,-0.033798873723054956,-0.12587569096995666,-0.3392496000265326,True,1.076295126185501
42,0.15,monthly,1,aggressive,matrix,-0.010454855979158753,-0.12412838200616927,-0.19778210435681942,True,0.7733260448188983,-0.05833611993301312,-0.1753300116894212,-0.3392496000265326,True,0.7445920925340855
42,0.35,daily,2,aggressive,matrix,-0.010634772337016582,-0.09705832941800208,-0.19778210435681942,True,0.841314109896685,-0.051402324429275115,-0.1450204169597712,-0.3392496000265326,True,0.8876391370552822
42,0.15,daily,2,aggressive,matrix,-0.010838954889118319,-0.0981770577438813,-0.19778210435681942,True,0.8246440391986976,-0.057360761064824975,-0.1640223064108277,-0.3392496000265326,True,0.8249382076420803
42,0.25,daily,2,aggressive,matrix,-0.011229403980529712,-0.09705832941800208,-0.19778210435681942,True,0.8242157005264453,-0.05301887488405617,-0.1325138407279174,-0.3392496000265326,True,0.8704267884140634
42,0.35,weekly,1,aggressive,matrix,-0.011690827393139772,-0.1036332596284808,-0.19778210435681942,True,0.8318838633218402,-0.04120483715484222,-0.15885281015262287,-0.3392496000265326,True,0.966846809915826
21,0.15,weekly,1,aggressive,matrix,-0.01181090156127236,-0.11545699833090572,-0.19778210435681942,True,0.8219108654060602,-0.017451836828330958,-0.12687760163474926,-0.3392496000265326,True,1.178413103901249
42,0.15,weekly,2,aggressive,matrix,-0.01256409001271555,-0.1273181240982325,-0.19778210435681942,True,0.7853020280806737,-0.059760435958956415,-0.18965703283657953,-0.3392496000265326,True,0.7588286374126244
42,0.25,weekly,1,aggressive,matrix,-0.012564707394866093,-0.1273181240982325,-0.19778210435681942,True,0.7949154761105305,-0.0452659650510953,-0.15885281015262276,-0.3392496000265326,True,0.9221136983764981
42,0.25,monthly,1,aggressive,matrix,-0.012871404004704684,-0.12412838200616949,-0.19778210435681942,True,0.7481274293095073,-0.06069574275884458,-0.17533001168942108,-0.3392496000265326,True,0.7278971681107039
21,0.25,weekly,1,aggressive,matrix,-0.013051346741001335,-0.13024015192649585,-0.19778210435681942,True,0.8104512072634736,-0.020600494179406556,-0.12687760163474904,-0.3392496000265326,True,1.1564963275194735
42,0.35,monthly,1,aggressive,matrix,-0.014569610957940807,-0.12412838200616949,-0.19778210435681942,True,0.7297651831912688,-0.062354212631265934,-0.17113615065317234,-0.3392496000265326,True,0.7228228526491909
42,0.5,daily,2,aggressive,matrix,-0.014861146637674585,-0.09705832941800208,-0.19778210435681942,True,0.8165881480338585,-0.05671448344000184,-0.16194654289029786,-0.3392496000265326,True,0.8518992896124297
42,0.15,monthly,2,aggressive,matrix,-0.016402949061306057,-0.12412838200616927,-0.19778210435681942,True,0.693640080037163,-0.06982258233084916,-0.19513584746249746,-0.3392496000265326,True,0.6374550409710559
42,0.35,monthly,2,aggressive,matrix,-0.016645920895679525,-0.12412838200616938,-0.19778210435681942,True,0.7090399693018767,-0.06253361947525374,-0.18641112314831243,-0.3392496000265326,True,0.7180193134053563
42,0.5,monthly,1,aggressive,matrix,-0.01704134042252993,-0.10649714132218491,-0.19778210435681942,True,0.7302238367709225,-0.06526498672441718,-0.168924476642222,-0.3392496000265326,True,0.7147634820056816
63,0.15,monthly,1,aggressive,matrix,-0.017154690814635457,-0.13013474900823807,-0.19778210435681942,True,0.7018058504219359,-0.06928204358375618,-0.1692817868131936,-0.3392496000265326,True,0.6631831854320257
42,0.5,monthly,2,aggressive,matrix,-0.017378263680427317,-0.11418908388766513,-0.19778210435681942,True,0.7199403951623344,-0.07007835742838181,-0.19384855761779174,-0.3392496000265326,True,0.6543426873820349
21,0.35,daily,2,aggressive,matrix,-0.017613021396205672,-0.12355693943413026,-0.19778210435681942,True,0.7715047729663265,-0.02686843473242745,-0.1381852565924735,-0.3392496000265326,True,1.1353888838567947
21,0.35,weekly,1,default,matrix,-0.018036559657886198,-0.10865867822580921,-0.19778210435681942,True,0.8836509584486677,-0.030875072422800298,-0.09179830717684057,-0.3392496000265326,True,1.2655209865509092
63,0.25,monthly,1,aggressive,matrix,-0.018206981238515857,-0.13317617325300324,-0.19778210435681942,True,0.6910046331819721,-0.07173078287269767,-0.19023321335617516,-0.3392496000265326,True,0.6388381643381607
42,0.5,weekly,1,aggressive,matrix,-0.01866983364648478,-0.1036332596284808,-0.19778210435681942,True,0.760493745446884,-0.05114862867323286,-0.15885281015262287,-0.3392496000265326,True,0.8898223832415796
42,0.15,weekly,1,default,matrix,-0.01880564302939662,-0.12089164914094253,-0.19778210435681942,True,0.8315729581239005,-0.0594646253547569,-0.12326518052318414,-0.3392496000265326,True,0.9222333912445113
63,0.15,monthly,2,aggressive,matrix,-0.018872373054377015,-0.12841209753860894,-0.19778210435681942,True,0.6708770615842161,-0.06601983844753356,-0.17365144455239745,-0.3392496000265326,True,0.6863009941701126
21,0.5,weekly,1,default,matrix,-0.01908172323732782,-0.10865867822580921,-0.19778210435681942,True,0.880447931313193,-0.048182410570279624,-0.09179830717684034,-0.3392496000265326,True,1.1067954729170206
63,0.25,monthly,2,aggressive,matrix,-0.01919387976870593,-0.13145954491619727,-0.19778210435681942,True,0.667460255960959,-0.06472724944663626,-0.17365144455239745,-0.3392496000265326,True,0.7025817928688546
42,0.15,monthly,1,default,matrix,-0.019303781975614567,-0.1081048340972629,-0.19778210435681942,True,0.7816515350513462,-0.0727196567802378,-0.15415951460222743,-0.3392496000265326,True,0.7125517172110118
21,0.25,daily,2,aggressive,matrix,-0.019330998150584977,-0.11834923602678282,-0.19778210435681942,True,0.7406175277065133,-0.022638142113660123,-0.14022334640918477,-0.3392496000265326,True,1.1729287374824648
42,0.35,daily,2,default,matrix,-0.019483698333472382,-0.08936147664950123,-0.19778210435681942,True,0.8605110893709681,-0.06578586127649982,-0.1278394043097405,-0.3392496000265326,True,0.879345536505712
21,0.5,monthly,1,aggressive,matrix,-0.019506565617502844,-0.15992248119869046,-0.19778210435681942,True,0.6916747329302628,-0.062150442910364354,-0.1978148940738308,-0.3392496000265326,True,0.7891183646482095
42,0.25,monthly,2,aggressive,matrix,-0.019625687998786653,-0.12477094684663304,-0.19778210435681942,True,0.6748599459058459,-0.06866803099873635,-0.192681879437259,-0.3392496000265326,True,0.6509236646761136
42,0.15,daily,2,default,matrix,-0.01968788088557412,-0.09255052019756904,-0.19778210435681942,True,0.8401745481961407,-0.07174429791204967,-0.14722314112827706,-0.3392496000265326,True,0.8035655168965272
21,0.15,monthly,1,aggressive,matrix,-0.019858977045308576,-0.15992248119869035,-0.19778210435681942,True,0.671881333042209,-0.05576016513614648,-0.19372682185995094,-0.3392496000265326,True,0.7739959531717693
126,0.5,monthly,1,aggressive,matrix,-0.019872849388684,-0.14267094092489752,-0.19778210435681942,True,0.7000231203820904,-0.07017481752628241,-0.16924884325588918,-0.3392496000265326,True,0.6797620735429409
42,0.35,weekly,2,aggressive,matrix,-0.020012779463618915,-0.1273181240982325,-0.19778210435681942,True,0.7097562825559054,-0.05493536657276381,-0.18965703283657942,-0.3392496000265326,True,0.8144614668372345
21,0.35,monthly,1,aggressive,matrix,-0.020073345066793022,-0.15992248119869046,-0.19778210435681942,True,0.6658248265922412,-0.05762304556911953,-0.20536816499549104,-0.3392496000265326,True,0.7783399857033498
42,0.25,daily,2,default,matrix,-0.020078329976985526,-0.08936147664950111,-0.19778210435681942,True,0.8401056234490255,-0.06740241173128089,-0.1150815055332195,-0.3392496000265326,True,0.858202949392666
126,0.35,monthly,1,aggressive,matrix,-0.020279905298151074,-0.14789080120011944,-0.19778210435681942,True,0.6852323044780522,-0.06654234327672434,-0.16924884325588918,-0.3392496000265326,True,0.6954657661372776
42,0.35,weekly,1,default,matrix,-0.020539753389595586,-0.09633880835015085,-0.19778210435681942,True,0.8501164052212195,-0.05558837400206691,-0.12326518052318414,-0.3392496000265326,True,0.97229652548545
21,0.15,weekly,1,default,matrix,-0.02065982755772816,-0.10447719118956511,-0.19778210435681942,True,0.8403341170560041,-0.03183537367555564,-0.09324730874082521,-0.3392496000265326,True,1.220043294696029
63,0.35,monthly,2,aggressive,matrix,-0.020831577969300394,-0.12412838200616949,-0.19778210435681942,True,0.6526540983889142,-0.06944075303736363,-0.16928178681319372,-0.3392496000265326,True,0.6777857884009799
42,0.15,weekly,2,default,matrix,-0.02141301600917138,-0.12089164914094241,-0.19778210435681942,True,0.7940144441648872,-0.0741439728061811,-0.15537268196873122,-0.3392496000265326,True,0.728402589240449
42,0.25,weekly,1,default,matrix,-0.021413633391321907,-0.12089164914094241,-0.19778210435681942,True,0.8061823426796717,-0.059649501898319995,-0.12326518052318425,-0.3392496000265326,True,0.9193978179044987
252,0.5,daily,2,aggressive,matrix,-0.02147760359844711,-0.10147661668020991,-0.19778210435681942,True,0.787274890265737,-0.043555172737834685,-0.13730051698178214,-0.3392496000265326,True,1.0124674817647668
63,0.35,monthly,1,aggressive,matrix,-0.021503441348192168,-0.133263300312513,-0.19778210435681942,True,0.6526184858839428,-0.06403003714977884,-0.1871367052128624,-0.3392496000265326,True,0.7227364780513303
42,0.25,monthly,1,default,matrix,-0.021720330001160484,-0.10810483409726301,-0.19778210435681942,True,0.7542056660022425,-0.07507927960606926,-0.15415951460222732,-0.3392496000265326,True,0.6944187218112309
21,0.25,monthly,1,aggressive,matrix,-0.021761691114236217,-0.15992248119869046,-0.19778210435681942,True,0.6501937867519496,-0.05663746786303103,-0.19372682185995083,-0.3392496000265326,True,0.7756625432495585
252,0.35,daily,2,aggressive,matrix,-0.02184183861595626,-0.09038283129976799,-0.19778210435681942,True,0.7805594254337663,-0.04016390591036938,-0.13730051698178236,-0.3392496000265326,True,1.0350457314453336
21,0.25,weekly,1,default,matrix,-0.021900272737457135,-0.11263183892993966,-0.19778210435681942,True,0.8275674599861002,-0.03498403102663121,-0.0965720204952264,-0.3392496000265326,True,1.1960768433538103
42,0.25,weekly,2,aggressive,matrix,-0.02208089347667455,-0.14061302125941266,-0.19778210435681942,True,0.6835910946025221,-0.05938746071211223,-0.18965703283657953,-0.3392496000265326,True,0.7711941043369619
21,0.5,monthly,2,aggressive,matrix,-0.022299290961647317,-0.1805155332893288,-0.19778210435681942,True,0.6366925385903227,-0.06704495700038839,-0.1978148940738309,-0.3392496000265326,True,0.698519291422011
63,0.5,monthly,2,aggressive,matrix,-0.022605830428471155,-0.12412838200616949,-0.19778210435681942,True,0.6406516930316486,-0.06447875353319724,-0.16924884325588918,-0.3392496000265326,True,0.7320410587652469
84,0.15,monthly,1,aggressive,matrix,-0.023075108963266894,-0.15112091965421615,-0.19778210435681942,True,0.64134835203302,-0.06508050713848737,-0.1692488432558893,-0.3392496000265326,True,0.7380844115469137
252,0.25,daily,2,aggressive,matrix,-0.023105892662332525,-0.0903828312997681,-0.19778210435681942,True,0.7616424190546143,-0.03778409244544144,-0.13257575217845718,-0.3392496000265326,True,1.053722165378122
21,0.5,daily,2,aggressive,matrix,-0.023283097978831005,-0.1394899687018979,-0.19778210435681942,True,0.7195032118567574,-0.03179012542954124,-0.1212163900961466,-0.3392496000265326,True,1.1116526705760834
42,0.35,monthly,1,default,matrix,-0.023418536954396607,-0.1081048340972629,-0.19778210435681942,True,0.7335734703637847,-0.07673774947849062,-0.15290233223679683,-0.3392496000265326,True,0.6878908899447409
42,0.5,daily,2,default,matrix,-0.023710072634130372,-0.08736379849877751,-0.19778210435681942,True,0.8337429988740013,-0.07109802028722653,-0.14510566465926,-0.3392496000265326,True,0.8389846905518098
84,0.5,monthly,1,aggressive,matrix,-0.024005084381600733,-0.16994415786784278,-0.19778210435681942,True,0.6361987705818055,-0.06518273917346912,-0.1692488432558893,-0.3392496000265326,True,0.7335335166090338
84,0.5,monthly,2,aggressive,matrix,-0.02434170156510837,-0.15089972641508687,-0.19778210435681942,True,0.6367749906839718,-0.06488536448820031,-0.16924884325588907,-0.3392496000265326,True,0.7537203263940746
252,0.25,weekly,1,aggressive,matrix,-0.024819436557501268,-0.1273181240982324,-0.19778210435681942,True,0.722590886674322,-0.04532613818205,-0.18965703283657953,-0.3392496000265326,True,0.9516661722494582
21,0.15,daily,2,aggressive,matrix,-0.025251271463802447,-0.12353605115984356,-0.19778210435681942,True,0.6832542378735119,-0.027769240707100365,-0.14903165504721705,-0.3392496000265326,True,1.1065460507378244
42,0.15,monthly,2,default,matrix,-0.02525187505776187,-0.11805360351156113,-0.19778210435681942,True,0.690819678334184,-0.08420611917807383,-0.17899466797919283,-0.3392496000265326,True,0.5889655036226797
252,0.15,weekly,1,aggressive,matrix,-0.025344095697107216,-0.1273181240982324,-0.19778210435681942,True,0.7182657281490923,-0.050231154404543954,-0.18965703283657953,-0.3392496000265326,True,0.8888071832291004
42,0.35,monthly,2,default,matrix,-0.025494846892135326,-0.1081048340972629,-0.19778210435681942,True,0.7091273793449364,-0.0769171563224784,-0.16851333226530196,-0.3392496000265326,True,0.6825535713393032
252,0.5,monthly,2,aggressive,matrix,-0.025571912493824206,-0.12412838200616938,-0.19778210435681942,True,0.6438566117428981,-0.04727117135700967,-0.16924884325588918,-0.3392496000265326,True,0.904333202498355
42,0.5,monthly,1,default,matrix,-0.025890266418985744,-0.09596181958548522,-0.19778210435681942,True,0.7352371032946324,-0.07964852357164187,-0.1506420045629513,-0.3392496000265326,True,0.6780641104152219
252,0.35,monthly,1,aggressive,matrix,-0.025976177738382816,-0.12412838200616949,-0.19778210435681942,True,0.6506790039493936,-0.04643302802763684,-0.16924884325588918,-0.3392496000265326,True,0.8984436235753159
63,0.15,monthly,1,default,matrix,-0.02600361681109127,-0.12385932567946933,-0.19778210435681942,True,0.7009451917449014,-0.08366558043098088,-0.1492971752351312,-0.3392496000265326,True,0.6193391363947934
42,0.5,monthly,2,default,matrix,-0.02622718967688311,-0.10374445809997201,-0.19778210435681942,True,0.7226960483000427,-0.0844618942756065,-0.1761143796486596,-0.3392496000265326,True,0.61068176541752
21,0.35,daily,2,default,matrix,-0.026461947392661472,-0.110853114496126,-0.19778210435681942,True,0.7817814466482848,-0.04125197157965213,-0.11643751251688095,-0.3392496000265326,True,1.1720112385876231
252,0.15,monthly,1,aggressive,matrix,-0.026587797115104943,-0.12412838200616949,-0.19778210435681942,True,0.6503925903657148,-0.05025441502823212,-0.16924884325588918,-0.3392496000265326,True,0.8439485011735154
252,0.15,daily,2,aggressive,matrix,-0.026778035442800857,-0.09847728318071858,-0.19778210435681942,True,0.7118086749081589,-0.04073850837144495,-0.13257575217845696,-0.3392496000265326,True,1.0021645057147885
126,0.15,monthly,2,aggressive,matrix,-0.026820997887140423,-0.14789080120011944,-0.19778210435681942,True,0.6127332462530461,-0.0768163058050721,-0.17214222108096433,-0.3392496000265326,True,0.5895713455078552
42,0.5,weekly,2,aggressive,matrix,-0.026834760694735914,-0.1273181240982324,-0.19778210435681942,True,0.6553094265360175,-0.06720323833505445,-0.18965703283657942,-0.3392496000265326,True,0.7114401483611568
63,0.5,monthly,1,aggressive,matrix,-0.02686912522144564,-0.133263300312513,-0.19778210435681942,True,0.6050280897126259,-0.05598624161028819,-0.16471113402467197,-0.3392496000265326,True,0.8162276738373061
126,0.25,monthly,1,aggressive,matrix,-0.026996465151752025,-0.14789080120011922,-0.19778210435681942,True,0.6098439615113215,-0.0713177873149308,-0.16924884325588918,-0.3392496000265326,True,0.6552156249541093
63,0.25,monthly,1,default,matrix,-0.02705590723497167,-0.12842218775905323,-0.19778210435681942,True,0.6887091377698867,-0.08611431971992237,-0.1707526308397379,-0.3392496000265326,True,0.5925394214861819
252,0.25,monthly,1,aggressive,matrix,-0.027111604437075172,-0.12412838200616949,-0.19778210435681942,True,0.644877381252349,-0.049467542803150535,-0.16924884325588918,-0.3392496000265326,True,0.8517962969742809
84,0.25,monthly,1,aggressive,matrix,-0.027237680688373872,-0.1658817129039868,-0.19778210435681942,True,0.600650269381478,-0.06903367026743724,-0.16924884325588907,-0.3392496000265326,True,0.7059351278508682
126,0.15,monthly,1,aggressive,matrix,-0.027513154640336455,-0.14789080120011944,-0.19778210435681942,True,0.6012606250118723,-0.0723832174803435,-0.16924884325588918,-0.3392496000265326,True,0.6467592681354488
42,0.5,weekly,1,default,matrix,-0.02751875964294058,-0.09557910664925306,-0.19778210435681942,True,0.7683227408453038,-0.06553216552045756,-0.12326518052318425,-0.3392496000265326,True,0.8838759865085678
126,0.5,monthly,2,aggressive,matrix,-0.027715719393978502,-0.14789080120011944,-0.19778210435681942,True,0.6152250163615578,-0.07354845338729483,-0.16924884325588918,-0.3392496000265326,True,0.6397306367782647
63,0.15,monthly,2,default,matrix,-0.027721299050832822,-0.12212424657555099,-0.19778210435681942,True,0.6663923392659744,-0.08040337529475826,-0.15377195395430232,-0.3392496000265326,True,0.6461900303364848
252,0.15,monthly,2,aggressive,matrix,-0.02782193680869352,-0.12412838200616949,-0.19778210435681942,True,0.627196027747644,-0.04572150423512231,-0.16924884325588896,-0.3392496000265326,True,0.881440813739044
252,0.5,monthly,1,aggressive,matrix,-0.027834452024959183,-0.12412838200616949,-0.19778210435681942,True,0.6286496886631887,-0.04590696161097846,-0.16924884325588918,-0.3392496000265326,True,0.909573224277432
