trend_window,trend_threshold,rebalance,state_confirm,matrix_name,sizing_mode,train_excess_return,train_max_drawdown,train_benchmark_drawdown,train_pass_dd,train_sharpe,holdout_excess_return,holdout_max_drawdown,holdout_benchmark_drawdown,holdout_pass_dd,holdout_sharpe
84,0.5,daily,2,aggressive,matrix,-0.027852489416584164,-0.11961197406820834,-0.19778210435681942,True,0.6769621258343009,-0.07639880369121259,-0.17146166365768234,-0.3392496000265326,True,0.6752985317858975
252,0.35,monthly,2,aggressive,matrix,-0.027862809570584575,-0.12412838200616949,-0.19778210435681942,True,0.6318566009857323,-0.03757881963363209,-0.16924884325588918,-0.3392496000265326,True,0.9717971195200615
63,0.25,monthly,2,default,matrix,-0.02804280576516173,-0.12519367899317269,-0.19778210435681942,True,0.6624080673186206,-0.07911078629386095,-0.153771953954302,-0.3392496000265326,True,0.6647205059726404
126,0.25,monthly,2,aggressive,matrix,-0.02808553291530893,-0.14789080120011933,-0.19778210435681942,True,0.6070437003061059,-0.0713748345186376,-0.16924884325588907,-0.3392496000265326,True,0.6603195348795562
84,0.35,monthly,2,aggressive,matrix,-0.028137364890925456,-0.1610657090664137,-0.19778210435681942,True,0.5905250161645228,-0.06766954538283175,-0.16924884325588907,-0.3392496000265326,True,0.7217772200087582
21,0.25,daily,2,default,matrix,-0.028179924147040812,-0.11051818904446309,-0.19778210435681942,True,0.7452180257925388,-0.03702167896088482,-0.11852703317308089,-0.3392496000265326,True,1.2145575447686727
252,0.35,weekly,1,aggressive,matrix,-0.028278013872904878,-0.12651987507493334,-0.19778210435681942,True,0.6864770900432977,-0.043717634988685417,-0.18965703283657964,-0.3392496000265326,True,0.969054950199841
252,0.25,monthly,2,aggressive,matrix,-0.028297472643810752,-0.12412838200616927,-0.19778210435681942,True,0.6246430144716677,-0.044363252378288906,-0.16924884325588918,-0.3392496000265326,True,0.9011205684888862
84,0.35,daily,2,aggressive,matrix,-0.02832525553845227,-0.11927524810445289,-0.19778210435681942,True,0.6679672963636683,-0.07597321595477152,-0.16226566648486274,-0.3392496000265326,True,0.6762473131433394
21,0.5,monthly,1,default,matrix,-0.028355491613958644,-0.1412037721582694,-0.19778210435681942,True,0.6935244703204498,-0.07653397975758904,-0.1810387719673212,-0.3392496000265326,True,0.7671174746128121
252,0.5,weekly,1,aggressive,matrix,-0.02838219649948344,-0.12651987507493345,-0.19778210435681942,True,0.683911938792505,-0.0442044550771183,-0.18965703283657942,-0.3392496000265326,True,0.9629210160941895
42,0.25,monthly,2,default,matrix,-0.02847461399524248,-0.11445109215481664,-0.19778210435681942,True,0.6697435764462267,-0.08305156784596104,-0.17195683043332266,-0.3392496000265326,True,0.6056667818108072
21,0.15,monthly,1,default,matrix,-0.028707903041764377,-0.1412037721582695,-0.19778210435681942,True,0.6679974370765389,-0.07014370198337118,-0.17755738501784146,-0.3392496000265326,True,0.7479224159391302
126,0.5,monthly,1,default,matrix,-0.028721775385139814,-0.1340310267382322,-0.19778210435681942,True,0.7008219544851112,-0.08455835437350709,-0.13410105362135272,-0.3392496000265326,True,0.636066585617794
42,0.35,weekly,2,default,matrix,-0.02886170546007473,-0.11801780361375769,-0.19778210435681942,True,0.7084424256227059,-0.06931890341998852,-0.1553726819687311,-0.3392496000265326,True,0.7941964356177277
21,0.35,monthly,1,default,matrix,-0.02892227106324883,-0.1412037721582695,-0.19778210435681942,True,0.66297461991017,-0.07200658241634424,-0.1894321899225324,-0.3392496000265326,True,0.7534257458303454
126,0.35,monthly,1,default,matrix,-0.02912883129460689,-0.1340310267382322,-0.19778210435681942,True,0.6828691218668547,-0.08092588012394904,-0.13410105362135272,-0.3392496000265326,True,0.6533583249296405
84,0.35,monthly,1,aggressive,matrix,-0.029238116899491094,-0.16265220037029549,-0.19778210435681942,True,0.5811730973269276,-0.06237329798490694,-0.16924884325588907,-0.3392496000265326,True,0.7587456745074104
63,0.35,daily,2,aggressive,matrix,-0.029271396929124227,-0.1294914119607511,-0.19778210435681942,True,0.6500099462665556,-0.060205832053004296,-0.16024146378423243,-0.3392496000265326,True,0.835758648649747
84,0.5,weekly,1,aggressive,matrix,-0.02934574451793079,-0.15391391269654076,-0.19778210435681942,True,0.6408497499092114,-0.0651005403821627,-0.18965703283657953,-0.3392496000265326,True,0.7567377971168141
63,0.35,monthly,2,default,matrix,-0.029680503965756187,-0.11536089223628854,-0.19778210435681942,True,0.6459603126089233,-0.08382428988458832,-0.14929717523513109,-0.3392496000265326,True,0.6356470085314021
21,0.35,weekly,2,aggressive,matrix,-0.029744814604821403,-0.15624285986368303,-0.19778210435681942,True,0.5999083154895826,-0.0518803710791715,-0.15788759113894724,-0.3392496000265326,True,0.8631898183963252
21,0.25,monthly,2,aggressive,matrix,-0.029782488951579235,-0.15992248119869035,-0.19778210435681942,True,0.5385733459264587,-0.05028025199472427,-0.18759786184733918,-0.3392496000265326,True,0.8221453988578624
126,0.35,monthly,2,aggressive,matrix,-0.03004669740663212,-0.14789080120011955,-0.19778210435681942,True,0.5810394217292875,-0.0711522425178568,-0.16924884325588918,-0.3392496000265326,True,0.6632331449909228
63,0.35,weekly,1,aggressive,matrix,-0.03012684571354346,-0.1346815463996981,-0.19778210435681942,True,0.620423836533179,-0.06619180784704816,-0.18965703283657953,-0.3392496000265326,True,0.7479400765738851
84,0.35,weekly,1,aggressive,matrix,-0.03016468816668858,-0.15834293505384733,-0.19778210435681942,True,0.6355969964230693,-0.0740659637855597,-0.18965703283657964,-0.3392496000265326,True,0.6605759417446125
252,0.5,daily,2,default,matrix,-0.030326529594902896,-0.09291538294272694,-0.19778210435681942,True,0.798149243902447,-0.05793870958505937,-0.10080104334182238,-0.3392496000265326,True,1.0194941683591965
63,0.35,monthly,1,default,matrix,-0.03035236734464799,-0.12850979265588625,-0.19778210435681942,True,0.6453494387529788,-0.07841357399700351,-0.16758162991233794,-0.3392496000265326,True,0.6896645003281763
21,0.25,monthly,1,default,matrix,-0.030610617110692025,-0.1412037721582694,-0.19778210435681942,True,0.6448358012807157,-0.07102100471025571,-0.17755738501784135,-0.3392496000265326,True,0.7506985606463331
252,0.35,daily,2,default,matrix,-0.03069076461241206,-0.08171589470419738,-0.19778210435681942,True,0.7889220213044869,-0.05454744275759407,-0.10080104334182238,-0.3392496000265326,True,1.0444981242973757
63,0.5,daily,2,aggressive,matrix,-0.030918288530740287,-0.12128525840772675,-0.19778210435681942,True,0.630555023131074,-0.0663710923086536,-0.17965998052183918,-0.3392496000265326,True,0.774360233235415
42,0.25,weekly,2,default,matrix,-0.030929819473130372,-0.12321470729913175,-0.19778210435681942,True,0.678014067294695,-0.07377099755933693,-0.15537268196873089,-0.3392496000265326,True,0.743256423689946
84,0.25,monthly,2,aggressive,matrix,-0.03112101680730598,-0.1584287072764291,-0.19778210435681942,True,0.5523845569770947,-0.06500993239333806,-0.16924884325588907,-0.3392496000265326,True,0.7165555180468982
21,0.5,monthly,2,default,matrix,-0.03114821695810311,-0.16225568113022182,-0.19778210435681942,True,0.6328016645564231,-0.08142849384761308,-0.177161555749773,-0.3392496000265326,True,0.6626729263660587
21,0.25,weekly,2,aggressive,matrix,-0.031216992753907914,-0.15188518024776687,-0.19778210435681942,True,0.5781346522619891,-0.04404398151129711,-0.15885281015262287,-0.3392496000265326,True,0.9214188490402283
84,0.15,weekly,1,aggressive,matrix,-0.03123083747944439,-0.16049405646714987,-0.19778210435681942,True,0.6125749654661434,-0.07773985395249124,-0.18965703283657953,-0.3392496000265326,True,0.6164851024442914
63,0.5,monthly,2,default,matrix,-0.031454756424926955,-0.11536089223628843,-0.19778210435681942,True,0.6324087686926303,-0.0788622903804219,-0.14461656612304874,-0.3392496000265326,True,0.6999648954843181
126,0.15,daily,2,aggressive,matrix,-0.03161709384282692,-0.1418605940906148,-0.19778210435681942,True,0.6288926085352635,-0.07030317417738434,-0.1576834569935449,-0.3392496000265326,True,0.7000903321890075
84,0.15,monthly,1,default,matrix,-0.03192403495972271,-0.13970175929205697,-0.19778210435681942,True,0.6313099970346621,-0.07946404398571207,-0.1341010536213526,-0.3392496000265326,True,0.6997220078922328
252,0.25,daily,2,default,matrix,-0.03195481865878834,-0.0817158947041976,-0.19778210435681942,True,0.7663788783085851,-0.05216762929266611,-0.09587638108661678,-0.3392496000265326,True,1.064559311643225
21,0.5,daily,2,default,matrix,-0.03213202397528681,-0.12207987254057184,-0.19778210435681942,True,0.7236738918649669,-0.04617366227676595,-0.09904043964715659,-0.3392496000265326,True,1.1491550084778825
63,0.15,weekly,1,aggressive,matrix,-0.03250858440493577,-0.15471528673491797,-0.19778210435681942,True,0.5866970025909413,-0.0657025084315157,-0.18965703283657953,-0.3392496000265326,True,0.740882073702265
63,0.25,daily,2,aggressive,matrix,-0.03266030321403867,-0.11822584517200363,-0.19778210435681942,True,0.6067676945552984,-0.06569831192661955,-0.16155670643300146,-0.3392496000265326,True,0.7761531815151754
84,0.5,monthly,1,default,matrix,-0.032854010378056554,-0.15877820857033742,-0.19778210435681942,True,0.6283213508549723,-0.0795662760206938,-0.1341010536213525,-0.3392496000265326,True,0.6980815272782579
63,0.15,daily,2,aggressive,matrix,-0.03299381479623869,-0.1201571972584119,-0.19778210435681942,True,0.5984975455550946,-0.06770077512045646,-0.15361887152645548,-0.3392496000265326,True,0.7350778621022116
84,0.5,monthly,2,default,matrix,-0.03319062756156419,-0.13874470047202137,-0.19778210435681942,True,0.6287905279295405,-0.07926890133542502,-0.1341010536213526,-0.3392496000265326,True,0.7198811795471874
84,0.25,weekly,1,aggressive,matrix,-0.0333551597824317,-0.17374435059303805,-0.19778210435681942,True,0.5893471585646196,-0.08375933120105122,-0.18965703283657942,-0.3392496000265326,True,0.5629090030923267
252,0.25,weekly,1,default,matrix,-0.03366836255395706,-0.11794848073785524,-0.19778210435681942,True,0.7218135785852038,-0.0597096750292747,-0.15537268196873089,-0.3392496000265326,True,0.9449130330682489
21,0.5,weekly,2,aggressive,matrix,-0.033862575553546784,-0.16856580030155832,-0.19778210435681942,True,0.5691809296515905,-0.06287202294771904,-0.15788759113894713,-0.3392496000265326,True,0.7642810812844004
126,0.25,daily,2,aggressive,matrix,-0.0340351701128449,-0.14997761684588062,-0.19778210435681942,True,0.6058452874024267,-0.06998095300746619,-0.1576834569935449,-0.3392496000265326,True,0.7160311161528976
21,0.15,daily,2,default,matrix,-0.03410019746025827,-0.10840971613932415,-0.19778210435681942,True,0.677590146599893,-0.04215277755432503,-0.12755761793653786,-0.3392496000265326,True,1.1332650857457556
63,0.5,weekly,1,aggressive,matrix,-0.0341423138896665,-0.13618777543701888,-0.19778210435681942,True,0.5820396573069047,-0.05641914674543029,-0.15885281015262287,-0.3392496000265326,True,0.8509902928281387
63,0.25,weekly,1,aggressive,matrix,-0.03415050820956143,-0.14666842911422107,-0.19778210435681942,True,0.5715513834295787,-0.0678108654907361,-0.18965703283657942,-0.3392496000265326,True,0.7245631288226305
252,0.15,weekly,1,default,matrix,-0.03419302169356302,-0.11794848073785513,-0.19778210435681942,True,0.7164522012728654,-0.06461469125176865,-0.1553726819687311,-0.3392496000265326,True,0.8716026473104911
21,0.15,monthly,2,aggressive,matrix,-0.034259861896239155,-0.15992248119869024,-0.19778210435681942,True,0.4985715469684819,-0.05792512740444346,-0.17286578687555665,-0.3392496000265326,True,0.7256522629540925
252,0.5,monthly,2,default,matrix,-0.03442083849028001,-0.10810483409726324,-0.19778210435681942,True,0.6387895890965609,-0.06165470820423438,-0.1341010536213526,-0.3392496000265326,True,0.8912319609998628
84,0.15,monthly,2,aggressive,matrix,-0.03471353554105402,-0.16567358398333276,-0.19778210435681942,True,0.5103541387257304,-0.06849342913610885,-0.16924884325588918,-0.3392496000265326,True,0.6848407265248777
252,0.35,monthly,1,default,matrix,-0.034825103734838624,-0.10810483409726312,-0.19778210435681942,True,0.64404530515126,-0.060816564874861534,-0.1341010536213526,-0.3392496000265326,True,0.8839543248210775
252,0.5,weekly,2,aggressive,matrix,-0.034930214371468184,-0.16067077878697633,-0.19778210435681942,True,0.5956481537753665,-0.05717297722523959,-0.18965703283657953,-0.3392496000265326,True,0.8381270045376238
252,0.35,weekly,2,aggressive,matrix,-0.035426282760040256,-0.1594950237304722,-0.19778210435681942,True,0.5902938203822533,-0.04861516840910078,-0.18965703283657942,-0.3392496000265326,True,0.9092499912707311
252,0.15,monthly,1,default,matrix,-0.035436723111560764,-0.10810483409726312,-0.19778210435681942,True,0.6431268455794855,-0.0646379518754568,-0.1341010536213525,-0.3392496000265326,True,0.8207084075683901
63,0.15,weekly,2,aggressive,matrix,-0.035564868537009964,-0.15129882653950721,-0.19778210435681942,True,0.5492970521038799,-0.08122651191962864,-0.1926465202555938,-0.3392496000265326,True,0.5709735840251958
252,0.15,daily,2,default,matrix,-0.035626961439256664,-0.08845499773329446,-0.19778210435681942,True,0.7076720515844748,-0.055122045218669646,-0.09587638108661678,-0.3392496000265326,True,1.0035746755458883
126,0.15,monthly,2,default,matrix,-0.035669923883596244,-0.1340310267382323,-0.19778210435681942,True,0.5981873972858512,-0.0911998426522968,-0.15553991502216669,-0.3392496000265326,True,0.5322678270615314
42,0.5,weekly,2,default,matrix,-0.035683686691191735,-0.11794848073785524,-0.19778210435681942,True,0.6462114827368947,-0.08158677518227914,-0.155372681968731,-0.3392496000265326,True,0.6752240979098567
63,0.5,monthly,1,default,matrix,-0.035718051217901454,-0.12850979265588636,-0.19778210435681942,True,0.591889428000918,-0.07036977845751285,-0.14461656612304874,-0.3392496000265326,True,0.7983067441428782
126,0.25,monthly,1,default,matrix,-0.03584539114820783,-0.1340310267382323,-0.19778210435681942,True,0.5962672885589876,-0.0857013241621555,-0.13410105362135272,-0.3392496000265326,True,0.6064058451149962
252,0.25,monthly,1,default,matrix,-0.03596053043353098,-0.10810483409726312,-0.19778210435681942,True,0.6369707492447026,-0.06385107965037523,-0.1341010536213525,-0.3392496000265326,True,0.830036184830357
84,0.25,monthly,1,default,matrix,-0.0360866066848297,-0.15466111541031435,-0.19778210435681942,True,0.5861445552922009,-0.08341720711466191,-0.1341010536213526,-0.3392496000265326,True,0.6622164619320806
84,0.25,daily,2,aggressive,matrix,-0.03630245956075303,-0.1359183244281702,-0.19778210435681942,True,0.5799077132293572,-0.07236906909222832,-0.15231682728247464,-0.3392496000265326,True,0.7020868247007783
126,0.15,monthly,1,default,matrix,-0.03636208063679227,-0.1340310267382323,-0.19778210435681942,True,0.5862000541612231,-0.08676675432756821,-0.1341010536213525,-0.3392496000265326,True,0.5963626559417544
126,0.15,weekly,2,aggressive,matrix,-0.03649500043284284,-0.1935819371067823,-0.19778210435681942,True,0.5565277639665324,-0.07305972755265598,-0.18965703283657953,-0.3392496000265326,True,0.6568803954495258
126,0.5,monthly,2,default,matrix,-0.03656464539043432,-0.1340310267382323,-0.19778210435681942,True,0.6030986969064038,-0.08793199023451953,-0.1358897758151959,-0.3392496000265326,True,0.5904830533826416
252,0.15,monthly,2,default,matrix,-0.036670862805149335,-0.10810483409726324,-0.19778210435681942,True,0.6174856291123185,-0.060105041082347016,-0.1341010536213525,-0.3392496000265326,True,0.8629081080226164
252,0.5,monthly,1,default,matrix,-0.036683378021415,-0.10810483409726312,-0.19778210435681942,True,0.6198286790736206,-0.06029049845820314,-0.1341010536213526,-0.3392496000265326,True,0.8977394056719414
84,0.5,daily,2,default,matrix,-0.03670141541303997,-0.10841980251242456,-0.19778210435681942,True,0.6723801686690485,-0.09078234053843728,-0.1484976661669114,-0.3392496000265326,True,0.6277513383975563
252,0.35,monthly,2,default,matrix,-0.03671173556704039,-0.10810483409726324,-0.19778210435681942,True,0.6232678824815222,-0.051962356480856786,-0.1341010536213526,-0.3392496000265326,True,0.9687354341604513
126,0.25,monthly,2,default,matrix,-0.03693445891176474,-0.13403102673823253,-0.19778210435681942,True,0.5918742763501843,-0.08575837136586231,-0.13817593624187474,-0.3392496000265326,True,0.6120662340780774
126,0.25,weekly,2,aggressive,matrix,-0.03697748861412168,-0.18377025128368452,-0.19778210435681942,True,0.5544001202974741,-0.07369184057618143,-0.18965703283657953,-0.3392496000265326,True,0.6496096276657308
84,0.35,monthly,2,default,matrix,-0.036986290887381285,-0.1497803264680082,-0.19778210435681942,True,0.5756523681822173,-0.08205308223005645,-0.1341010536213526,-0.3392496000265326,True,0.6815052357034413
252,0.35,weekly,1,default,matrix,-0.03712693986936068,-0.11773512427479105,-0.19778210435681942,True,0.6802988857382705,-0.058101171835910126,-0.155372681968731,-0.3392496000265326,True,0.9656973842086601
252,0.25,monthly,2,default,matrix,-0.037146398640266566,-0.10810483409726312,-0.19778210435681942,True,0.614799099502625,-0.0587467892255136,-0.1341010536213525,-0.3392496000265326,True,0.8858391771114094
84,0.35,daily,2,default,matrix,-0.037174181534908084,-0.11101650487602022,-0.19778210435681942,True,0.6602470890345512,-0.0903567528019962,-0.1390467901952015,-0.3392496000265326,True,0.6282534669436587
252,0.5,weekly,1,default,matrix,-0.03723112249593924,-0.11714166122756942,-0.19778210435681942,True,0.6781259839964068,-0.05858799192434298,-0.155372681968731,-0.3392496000265326,True,0.9600337266742304
252,0.25,weekly,2,aggressive,matrix,-0.03732296718901294,-0.16009997665949993,-0.19778210435681942,True,0.5682737652576529,-0.05525495579394449,-0.18965703283657953,-0.3392496000265326,True,0.8372695513827801
126,0.5,daily,2,aggressive,matrix,-0.0377480359952649,-0.1406402334618947,-0.19778210435681942,True,0.5661469676245504,-0.06200519705383682,-0.14522178680957443,-0.3392496000265326,True,0.8070719715614655
126,0.35,daily,2,aggressive,matrix,-0.03779104600364771,-0.14615567053668066,-0.19778210435681942,True,0.568236255103259,-0.06382206632927141,-0.15768345699354502,-0.3392496000265326,True,0.7809351569958064
84,0.35,monthly,1,default,matrix,-0.0380870428959469,-0.15138815932574812,-0.19778210435681942,True,0.5648316179890663,-0.07675683483213164,-0.1341010536213526,-0.3392496000265326,True,0.7259072900272697
63,0.35,daily,2,default,matrix,-0.038120322925580014,-0.11842483543864624,-0.19778210435681942,True,0.639165088640475,-0.074589368900229,-0.14007365075344214,-0.3392496000265326,True,0.8157022232227438
84,0.5,weekly,1,default,matrix,-0.03819467051438659,-0.13678487566376762,-0.19778210435681942,True,0.6294995320001505,-0.0794840772293874,-0.155372681968731,-0.3392496000265326,True,0.7253690016112845
126,0.35,weekly,1,aggressive,matrix,-0.038487788355167474,-0.17808109982184273,-0.19778210435681942,True,0.5530572184048278,-0.06098793556051137,-0.18965703283657953,-0.3392496000265326,True,0.7797018407904562
21,0.35,weekly,2,default,matrix,-0.038593740601277196,-0.14373138784600858,-0.19778210435681942,True,0.5848630279543956,-0.0662639079263962,-0.13209604943656617,-0.3392496000265326,True,0.8520172195122767
21,0.25,monthly,2,default,matrix,-0.038631414948035035,-0.1412037721582694,-0.19778210435681942,True,0.5202241999219891,-0.06466378884194897,-0.1674938666627066,-0.3392496000265326,True,0.803024957468113
126,0.35,monthly,2,default,matrix,-0.03889562340308794,-0.13403102673823275,-0.19778210435681942,True,0.5628494808611152,-0.0855357793650815,-0.13817593624187463,-0.3392496000265326,True,0.6155264274982416
63,0.35,weekly,1,default,matrix,-0.03897577170999926,-0.12928276295722052,-0.19778210435681942,True,0.6053940729268713,-0.08057534469427287,-0.1553726819687311,-0.3392496000265326,True,0.7136630275206473
84,0.35,weekly,1,default,matrix,-0.039013614163144396,-0.14130356370535357,-0.19778210435681942,True,0.6228256774466493,-0.0884495006327844,-0.155372681968731,-0.3392496000265326,True,0.6123040990966371
63,0.25,weekly,2,aggressive,matrix,-0.03902232105382172,-0.1588772050762578,-0.19778210435681942,True,0.5177248475780251,-0.07988136471704375,-0.18965703283657953,-0.3392496000265326,True,0.6043327746350393
63,0.35,weekly,2,aggressive,matrix,-0.03929543716763988,-0.15409702801334002,-0.19778210435681942,True,0.5178972138792455,-0.07506929181167625,-0.18965703283657953,-0.3392496000265326,True,0.6513159274320555
63,0.5,daily,2,default,matrix,-0.039767214527196094,-0.11011435893293142,-0.19778210435681942,True,0.6174523979565021,-0.08075462915587829,-0.16163481951161773,-0.3392496000265326,True,0.7454555603286346
84,0.25,monthly,2,default,matrix,-0.039969942803761795,-0.14710785160887585,-0.19778210435681942,True,0.531972525141542,-0.07939346924056277,-0.1341010536213525,-0.3392496000265326,True,0.6767191951422273
21,0.25,weekly,2,default,matrix,-0.04006591875036372,-0.1437313878460087,-0.19778210435681942,True,0.5595411499206279,-0.05842751835852179,-0.12902670778949854,-0.3392496000265326,True,0.9194237906386239
126,0.5,weekly,2,aggressive,matrix,-0.040069607654491295,-0.16947407824253746,-0.19778210435681942,True,0.5190931579028009,-0.07505618431294717,-0.18965703283657953,-0.3392496000265326,True,0.6541783393438763
84,0.15,weekly,1,default,matrix,-0.040079763475900206,-0.14349823463318345,-0.19778210435681942,True,0.5958055324914404,-0.09212339079971593,-0.1553726819687311,-0.3392496000265326,True,0.5603011074724784
126,0.5,weekly,1,aggressive,matrix,-0.04034855347518598,-0.17220638633629226,-0.19778210435681942,True,0.5284057263308464,-0.05895579780367401,-0.18965703283657953,-0.3392496000265326,True,0.8015960902483374
126,0.15,daily,2,default,matrix,-0.04046601983928274,-0.1244875372779789,-0.19778210435681942,True,0.6132922302162094,-0.08468671102460902,-0.12293647222337001,-0.3392496000265326,True,0.6571318812530622
126,0.35,weekly,2,aggressive,matrix,-0.040797088830351456,-0.17361186312581722,-0.19778210435681942,True,0.5162068207191612,-0.06808774800051279,-0.18965703283657942,-0.3392496000265326,True,0.7019079325049108
252,0.15,weekly,2,aggressive,matrix,-0.04084968341811709,-0.16100867573025168,-0.19778210435681942,True,0.5250740721487096,-0.05410927106171126,-0.18965703283657942,-0.3392496000265326,True,0.8339918194226864
63,0.15,weekly,1,default,matrix,-0.04135751040139159,-0.13760247354246857,-0.19778210435681942,True,0.5662062403645317,-0.08008604527874043,-0.1553726819687311,-0.3392496000265326,True,0.7050072980761475
63,0.25,daily,2,default,matrix,-0.04150922921049448,-0.10701605207668474,-0.19778210435681942,True,0.5889181944308385,-0.08008184877384428,-0.148872058267691,-0.3392496000265326,True,0.7442818497221708
63,0.15,daily,2,default,matrix,-0.04184274079269449,-0.1146677953675117,-0.19778210435681942,True,0.5790610640069056,-0.08208431196768114,-0.12863014282647944,-0.3392496000265326,True,0.6970091651553881
21,0.35,monthly,2,default,matrix,-0.04195755728792385,-0.18279153884694466,-0.19778210435681942,True,0.4783977475570467,-0.07084446853576877,-0.18440560876332457,-0.3392496000265326,True,0.7433059783839864
21,0.15,weekly,2,aggressive,matrix,-0.04196493669863392,-0.17797116577433958,-0.19778210435681942,True,0.4692673317226767,-0.035568937571451284,-0.16639623517913593,-0.3392496000265326,True,0.9952134756707155
84,0.25,weekly,1,default,matrix,-0.042204085778887505,-0.1570167813425657,-0.19778210435681942,True,0.5695538294087249,-0.09814286804827593,-0.155372681968731,-0.3392496000265326,True,0.49802840685996524
84,0.5,weekly,2,aggressive,matrix,-0.0424971885193711,-0.1614276501949895,-0.19778210435681942,True,0.49845191145748635,-0.07929838405444124,-0.18965703283657942,-0.3392496000265326,True,0.6179115623564155
63,0.5,weekly,2,aggressive,matrix,-0.04263003044808192,-0.15126046339179244,-0.19778210435681942,True,0.4801042915322863,-0.0830294097769406,-0.21185503085294322,-0.3392496000265326,True,0.5753908635502399
21,0.5,weekly,2,default,matrix,-0.04271150155000259,-0.1517333911523452,-0.19778210435681942,True,0.5508655459414826,-0.07725555979494368,-0.12303159961766574,-0.3392496000265326,True,0.7385148346741887
126,0.25,daily,2,default,matrix,-0.04288409610930072,-0.13276888939104536,-0.19778210435681942,True,0.5871631262828464,-0.08436448985469092,-0.12204635385027462,-0.3392496000265326,True,0.6755896881259265
63,0.5,weekly,1,default,matrix,-0.04299123988612231,-0.12928276295722063,-0.19778210435681942,True,0.5622043149569051,-0.07080268359265499,-0.13142092068792333,-0.3392496000265326,True,0.838108763845966
63,0.25,weekly,1,default,matrix,-0.042999434206017234,-0.12939270705912653,-0.19778210435681942,True,0.5489359191590004,-0.0821944023379608,-0.155372681968731,-0.3392496000265326,True,0.685955498956573
84,0.15,daily,2,aggressive,matrix,-0.04309354610356126,-0.14782093060334311,-0.19778210435681942,True,0.49938873943775874,-0.06710220896077962,-0.1544902892454333,-0.3392496000265326,True,0.752212767914956
21,0.15,monthly,2,default,matrix,-0.043108787892694955,-0.1412037721582694,-0.19778210435681942,True,0.4743157079317251,-0.07230866425166815,-0.15627799159515787,-0.3392496000265326,True,0.692718203522665
84,0.15,monthly,2,default,matrix,-0.04356246153750983,-0.15445018672986455,-0.19778210435681942,True,0.4840815221798597,-0.08287696598333355,-0.1341010536213525,-0.3392496000265326,True,0.6393519964257365
252,0.5,weekly,2,default,matrix,-0.04377914036792399,-0.14367853470142855,-0.19778210435681942,True,0.5754667603194867,-0.07155651407246429,-0.1553726819687311,-0.3392496000265326,True,0.8142073642405294
252,0.35,weekly,2,default,matrix,-0.044275208756496064,-0.1424789764501826,-0.19778210435681942,True,0.5685140242465754,-0.06299870525632544,-0.1553726819687311,-0.3392496000265326,True,0.8965388561030428
63,0.15,weekly,2,default,matrix,-0.044413794533465785,-0.134116847012702,-0.19778210435681942,True,0.5232425014316211,-0.09561004876685336,-0.17325695369921446,-0.3392496000265326,True,0.5097515538057702
126,0.15,weekly,1,default,matrix,-0.04498387008050138,-0.18310804649599866,-0.19778210435681942,True,0.5511434734787602,-0.0765873862112535,-0.155372681968731,-0.3392496000265326,True,0.7149637893733305
84,0.25,daily,2,default,matrix,-0.04515138555720882,-0.12627872562652553,-0.19778210435681942,True,0.5576527622332875,-0.086752605939453,-0.1288370359765365,-0.3392496000265326,True,0.6583933959971302
126,0.15,weekly,2,default,matrix,-0.04534392642929863,-0.1772559803625714,-0.19778210435681942,True,0.5300982889778716,-0.08744326439988068,-0.1553726819687311,-0.3392496000265326,True,0.6069280488494118
126,0.25,weekly,2,default,matrix,-0.04582641461057749,-0.1672456566794025,-0.19778210435681942,True,0.5280657465219397,-0.08807537742340613,-0.155372681968731,-0.3392496000265326,True,0.5993809087393535
126,0.25,weekly,1,default,matrix,-0.04602257307316998,-0.18310804649599866,-0.19778210435681942,True,0.5379768675147757,-0.07580930354202793,-0.155372681968731,-0.3392496000265326,True,0.7409288877158593
252,0.25,weekly,2,default,matrix,-0.04617189318546874,-0.14309617666855845,-0.19778210435681942,True,0.5428291918594729,-0.06963849264116917,-0.155372681968731,-0.3392496000265326,True,0.8121349817999868
126,0.5,daily,2,default,matrix,-0.04659696199172071,-0.12324247041343239,-0.19778210435681942,True,0.5425154094718617,-0.07638873390106153,-0.10905744977855647,-0.3392496000265326,True,0.7840499296031704
126,0.35,daily,2,default,matrix,-0.046639972000103516,-0.12886956766952085,-0.19778210435681942,True,0.543865513229217,-0.07820560317649612,-0.12204635385027462,-0.3392496000265326,True,0.7522209476934286
84,0.15,weekly,2,aggressive,matrix,-0.04673982625122566,-0.16118696210256633,-0.19778210435681942,True,0.43962969230845456,-0.08500653940151212,-0.18965703283657942,-0.3392496000265326,True,0.5529701691434313
126,0.35,weekly,1,default,matrix,-0.047336714351623295,-0.1614413281835244,-0.19778210435681942,True,0.5265759951441606,-0.07537147240773605,-0.155372681968731,-0.3392496000265326,True,0.7501336953944967
84,0.35,weekly,2,aggressive,matrix,-0.047559587556932584,-0.17131895161520627,-0.19778210435681942,True,0.4368720563740169,-0.08626353363495522,-0.18965703283657964,-0.3392496000265326,True,0.546921835038745
63,0.25,weekly,2,default,matrix,-0.04787124705027754,-0.14184865003964642,-0.19778210435681942,True,0.4872772253859141,-0.09426490156426845,-0.1604035453181375,-0.3392496000265326,True,0.5458323665864975
