date,forecast_vol,forecast_vol_rolling,realized_vol
2024-01-02,9.232963993753492,9.232963993753492,9.788530204480807
2024-01-03,9.465837507797344,9.668581479066285,10.235732255529598
2024-01-04,9.688624578639436,11.765506854124942,10.097583326272876
2024-01-05,9.902093990544296,10.430255874311047,10.07807622832047
2024-01-08,10.10692060846901,9.595428522043672,10.789786792651963
2024-01-09,10.303701053429846,13.296924473193487,10.650112946910044
2024-01-10,10.492966138645253,12.002493964910748,10.707072092140232
2024-01-11,10.675190851469324,12.120883187268019,10.71165805684898
2024-01-12,10.850802450384121,10.264257316550834,10.659037991973193
2024-01-16,11.020187096287902,9.392819760509626,9.827982208884949
2024-01-17,11.18369533118281,9.114797243722535,10.026475805542665
2024-01-18,11.341646641109014,9.606880042182631,10.454805046336698
2024-01-19,11.494333284597998,11.371103436671062,11.137356020726754
2024-01-22,11.642023526884948,14.08915939938698,11.007462341524667
2024-01-23,11.78496438945852,12.977674114297066,9.442180422531422
2024-01-24,11.923384001358963,11.97919199899122,8.9110395566713
2024-01-25,12.057493620950385,10.147846880101422,9.019991700823347
2024-01-26,12.187489383262973,9.878786024121428,8.984230539275305
2024-01-29,12.31355381740293,10.081297521400396,9.252939605926152
2024-01-30,12.435857170218318,9.633263575062099,9.273118298486946
2024-01-31,12.554558565843028,8.855915688944576,11.036975821371565
2024-02-01,12.669807025515128,13.340669247779555,11.480028181494683
2024-02-02,12.781742367877325,13.742068029868893,11.321577698606331
2024-02-05,12.890496006589041,14.564140589286268,11.30583564802566
2024-02-06,12.996191659337896,13.973429404190856,11.303360368831614
2024-02-07,13.098945980100558,13.34297179173863,10.724365360060526
2024-02-08,13.19886912466649,13.406129376796683,10.657628850565787
2024-02-09,13.29606525792298,12.199351788408986,10.66061674262693
2024-02-12,13.390633010144112,12.085312645814666,10.671015148772742
2024-02-13,13.482665888480197,11.99909175102724,12.042079841594997
2024-02-14,13.572252648969272,13.6723383920726,12.169918772905891
2024-02-15,13.659477633657078,13.605017420699228,11.873230056709366
2024-02-16,13.74442107679199,13.499203370741276,11.949937063816716
2024-02-20,13.82715938353624,13.158233990609522,11.685948460420832
2024-02-21,13.907765384188558,13.11519483009039,11.681612789791647
2024-02-22,13.986308566533005,12.10283820104848,13.517856090267323
2024-02-23,14.06285528860276,16.168023693357217,13.524503153714997
2024-02-26,14.137468973868433,15.343483889273665,13.6223038029053
2024-02-27,14.210210290619358,14.750482095092252,13.595984881157872
2024-02-28,14.281137317098572,14.044040796254636,13.479299573859407
2024-02-29,14.350305693771912,13.440890739869477,13.523682597519556
2024-03-01,14.417768763955191,13.040422959424763,12.009817782503585
2024-03-04,14.483577703887187,13.034209779951517,11.550665035993706
2024-03-05,14.547781643216979,12.579006912515284,11.875092299746584
2024-03-06,14.610427776770262,13.171014026224137,11.842486193042772
2024-03-07,14.67156146836761,12.862005894995907,12.221421615882033
2024-03-08,14.73122634738741,13.491373449376034,12.332475645994297
2024-03-11,14.78946439869529,13.163101704339697,12.357477517973848
2024-03-12,14.84631604649933,12.568480590905414,12.74730649776304
2024-03-13,14.90182023263488,13.396391695414664,12.774341533709302
2024-03-14,14.956014489733704,12.559004945495856,11.65953668019843
2024-03-15,15.008935009688582,12.006923591824894,11.653151267206802
2024-03-18,15.060616707785513,12.460679806855342,11.67951461282993
2024-03-19,15.11109328284109,12.102919820875897,11.570850150934536
2024-03-20,15.160397273651647,12.151393649896345,11.481132618110458
2024-03-21,15.208560112032925,12.018679580467486,11.478413404085149
2024-03-22,15.255612172704385,12.053962272798813,9.357730787875195
2024-03-25,15.301582820249692,11.613875682835515,9.477751744447538
2024-03-26,15.346500453365088,11.333251737901207,9.418087209861593
2024-03-27,15.390392546589116,11.051278085799263,9.756897326602274
2024-03-28,15.433285689690878,11.385823667167502,9.68824381593468
2024-04-01,15.475205624879385,10.994538064279787,9.681743051150244
2024-04-02,15.516177281983026,10.696113008811492,9.807964572681254
2024-04-03,15.556224811736339,11.082504709038794,9.786252236161634
2024-04-04,15.595371617300088,10.680254599196044,10.115809220676415
2024-04-05,15.633640384130915,12.021331493066201,10.639897030594463
2024-04-08,15.67105310830756,12.391553790502293,10.088092283399842
2024-04-09,15.707631123412652,11.916941896791483,9.767777259205722
2024-04-10,15.743395126061321,11.44444267287964,10.386700003659946
2024-04-11,15.778365200161234,12.052178039225605,9.973377629857175
2024-04-12,15.812560839982229,11.930478036884697,11.216029131961314
2024-04-15,15.846000972108085,13.360442272085768,11.907000531744242
2024-04-16,15.878703976337707,14.729750288825924,11.738324026654455
2024-04-17,15.910687705598187,14.111415077634032,11.587584410288498
2024-04-18,15.94196950492772,13.765552913524617,11.32103296099198
2024-04-19,15.97256622958246,13.238179685362375,10.91694236830849
2024-04-22,16.002494262317473,13.459407355552782,11.424477098020532
2024-04-23,16.031769529888685,13.389063797877988,12.418647150219945
2024-04-24,16.060407518819424,14.663032150527435,12.419018403447
2024-04-25,16.088423290472377,13.689215840319122,12.460493471658822
2024-04-26,16.11583149546493,13.327551716677533,12.629802852392071
2024-04-29,16.142646387463508,13.598165578945478,12.700682114724671
2024-04-30,16.168881836390185,13.153735500159042,13.671003053194061
2024-05-01,16.194551341072682,15.182766122035776,13.546505178935849
2024-05-02,16.219668041366933,14.779850844162521,14.032000094666245
2024-05-03,16.24424472977955,14.266532869058269,14.211077938595615
2024-05-06,16.26829386261586,15.502952252404398,14.137279573012664
2024-05-07,16.291827570677576,15.69307089110781,14.147368872225671
2024-05-08,16.314857669532692,14.937232997963395,14.135887953140802
