regime,avg_log_return,avg_cond_vol,avg_realized_vol,avg_vix,min_drawdown,obs
high,0.0008781461181849211,0.014228068693645717,24.644135933959316,23.27361459617155,-0.1890220618428401,83
low,-0.000497553759915945,0.006647698538403034,7.832843912059576,16.038124978542328,-0.02979253549421801,80
mid,0.0011904594798347495,0.00832141347015417,11.821527280341481,17.46537504196167,-0.0788131399445563,80
