cost_bps,net_annual_return,net_annual_vol,net_sharpe,net_max_drawdown
0,0.16543851846756102,0.0798394149789386,2.0721409157519908,-0.0748222896384616
1,0.16352474488265537,0.07983242436863965,2.048349980298135,-0.07520153474914959
3,0.15969719771284405,0.07982006414781231,2.0007149758375755,-0.07595955865837778
5,0.1558696505430327,0.07980986607854004,1.953012305391454,-0.0767169612427786
10,0.1463007826185044,0.0797938353262052,1.833484780126336,-0.0786077527487663
