map_name,annual_return,annual_vol,sharpe,max_drawdown
default,0.06132459201885116,0.08719105163283673,0.7033358454843537,-0.12335165867089382
sharpe_best,0.08803564733984297,0.11850310217096215,0.7428974071314659,-0.20660328643166692
aggressive,0.08954389908729055,0.12577247546652376,0.711951472332466,-0.20869782318177743
defensive,0.03461353669785936,0.06736288113408331,0.5138369397971919,-0.11425764044312436
